detector,gps_start,family,aux_channel,max_coherence,peak_freq,significant,data_available,note,dsd_class,dsd_score,taxonomy_representation
L1,1375260316,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.2221719313830669,316.0,False,True,,ROBUST,0.4438816010951996,idxq4-64_queryq4-64
L1,1375260316,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2056336163844456,20.0,False,True,,ROBUST,0.4438816010951996,idxq4-64_queryq4-64
L1,1375260316,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.1859109216350181,234.5,False,True,,ROBUST,0.4438816010951996,idxq4-64_queryq4-64
L1,1375260316,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2007931571355212,20.0,False,True,,ROBUST,0.4438816010951996,idxq4-64_queryq4-64
L1,1376689244,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.4397652117132163,180.0,False,True,,ROBUST,0.4478968977928161,idxq4-64_queryq4-64
L1,1376689244,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.2516169224777158,488.5,False,True,,ROBUST,0.4478968977928161,idxq4-64_queryq4-64
L1,1376689244,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.1845303632472556,84.0,False,True,,ROBUST,0.4478968977928161,idxq4-64_queryq4-64
L1,1376689244,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.2484702037628256,377.5,False,True,,ROBUST,0.4478968977928161,idxq4-64_queryq4-64
L1,1376689244,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.1671910439688374,229.5,False,True,,ROBUST,0.4478968977928161,idxq4-64_queryq4-64
L1,1376689244,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2108353525513247,242.0,False,True,,ROBUST,0.4478968977928161,idxq4-64_queryq4-64
L1,1376689244,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.1578165209727859,161.5,False,True,,ROBUST,0.4478968977928161,idxq4-64_queryq4-64
L1,1388678172,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.533203801752813,180.0,False,True,,ROBUST,0.4524491131305694,idxq4-64_queryq4-64
L1,1388678172,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.2194753338907406,493.5,False,True,,ROBUST,0.4524491131305694,idxq4-64_queryq4-64
L1,1388678172,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.311199373828838,180.0,False,True,,ROBUST,0.4524491131305694,idxq4-64_queryq4-64
L1,1388678172,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.2469905351518807,321.5,False,True,,ROBUST,0.4524491131305694,idxq4-64_queryq4-64
L1,1388678172,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2084315245450675,185.5,False,True,,ROBUST,0.4524491131305694,idxq4-64_queryq4-64
L1,1388678172,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.1855352965736923,127.0,False,True,,ROBUST,0.4524491131305694,idxq4-64_queryq4-64
L1,1388678172,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2156764962547634,109.0,False,True,,ROBUST,0.4524491131305694,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,,,False,False,Fetch failed from nds.gwosc.org,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.2029429089644839,180.0,False,True,,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,,,False,False,Fetch failed from nds.gwosc.org,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,,,False,False,Fetch failed from nds.gwosc.org,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.9157941446308422,21.5,True,True,,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,,,False,False,Fetch failed from nds.gwosc.org,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.137495944730093,228.5,False,True,,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.1555854306407599,187.0,False,True,,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1370219516,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.1330132273167979,252.0,False,True,,ROBUST,0.4582412242889404,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,0.4849817271561424,21.0,False,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.5403921978485807,20.5,False,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,0.2445530565467013,320.0,False,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,0.1980697200088264,353.0,False,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.2338103758785886,131.0,False,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,0.1975538079898953,343.0,False,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.7642254489812029,33.0,True,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.080586370941933,243.5,False,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1372441852,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.7064177834691235,34.0,True,True,,ROBUST,0.4666833877563476,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,0.1797145467417829,491.0,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.250130730951211,180.0,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,0.3330700134474257,180.0,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,0.2987715713514743,180.0,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.7647860358814188,38.5,True,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,0.4597723379868843,180.0,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.0781516131098298,179.5,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.0752101015350077,201.5,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1376545820,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.0526064472940723,116.5,False,True,,ROBUST,0.4781690537929535,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,0.2923440006830542,29.0,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.1981124342306058,180.0,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,0.4086507618198207,121.0,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,0.529979048665921,60.5,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.2981506679228068,283.5,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,0.7209324890729493,180.0,True,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2319587288520112,188.5,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2716574589140382,188.5,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1374142108,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.1831474214330271,118.0,False,True,,AMBIGUOUS,0.13800710439682,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,0.2469855505249132,53.5,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.3169721546039402,180.0,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,0.7654690631233422,121.5,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,0.7729382030577399,121.5,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.3180452145543997,455.5,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,0.8151546094100948,180.0,True,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.1688789403292682,111.5,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2265811512098067,67.5,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1379923932,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2164882207519998,217.5,False,True,,AMBIGUOUS,0.1440875679254531,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,0.2245290418584632,233.0,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.2221145745421006,492.0,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,0.4841561186307436,180.0,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,0.5473896819245837,180.0,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.2380042946001611,426.5,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,0.6088653222997585,180.0,True,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2389733878373655,194.0,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2297538013766938,240.5,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
H1,1381814428,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2567150634928022,113.0,False,True,,AMBIGUOUS,0.1507640331983566,idxq4-64_queryq4-64
L1,1378761340,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.369826621609674,317.0,False,True,,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64
L1,1378761340,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.1902930386636334,458.0,False,True,,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64
L1,1378761340,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2080786607547315,366.0,False,True,,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64
L1,1378761340,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.2596944753232423,300.0,False,True,,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64
L1,1378761340,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.1796190678781999,223.0,False,True,,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64
L1,1378761340,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2250923164761727,114.5,False,True,,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64
L1,1378761340,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2262464637237357,247.5,False,True,,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64
L1,1378967996,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.2312169262983118,146.5,False,True,,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64
L1,1378967996,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.2489038810353658,349.5,False,True,,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64
L1,1378967996,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2860629045537388,21.0,False,True,,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64
L1,1378967996,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.6981954032842543,60.0,False,True,,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64
L1,1378967996,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2571684739716298,20.5,False,True,,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64
L1,1378967996,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2907504827635911,20.0,False,True,,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64
L1,1378967996,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2801062223498665,144.0,False,True,,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64
L1,1378009564,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.2641163620291014,300.0,False,True,,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64
L1,1378009564,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.2773369273135344,277.5,False,True,,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64
L1,1378009564,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.1792292841129273,319.0,False,True,,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64
L1,1378009564,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3960596375039114,300.0,False,True,,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64
L1,1378009564,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2742570519786013,20.5,False,True,,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64
L1,1378009564,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2688084245768586,20.5,False,True,,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64
L1,1378009564,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2467964812622473,20.5,False,True,,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64
L1,1369271388,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.2417300394591758,118.5,False,True,,AMBIGUOUS,0.1648580282926559,idxq4-64_queryq4-64
L1,1369271388,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.7913687673340918,21.0,True,True,,AMBIGUOUS,0.1648580282926559,idxq4-64_queryq4-64
L1,1369271388,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.239279495842392,121.0,False,True,,AMBIGUOUS,0.1648580282926559,idxq4-64_queryq4-64
L1,1369271388,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.7462732544460728,60.0,False,True,,AMBIGUOUS,0.1648580282926559,idxq4-64_queryq4-64
L1,1369271388,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.9440567981084504,20.5,True,True,,AMBIGUOUS,0.1648580282926559,idxq4-64_queryq4-64
L1,1369271388,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.9416687179155844,20.5,True,True,,AMBIGUOUS,0.1648580282926559,idxq4-64_queryq4-64
L1,1369271388,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.9408570954559372,20.5,True,True,,AMBIGUOUS,0.1648580282926559,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,0.2230441117432268,47.0,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.354159738864392,180.0,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,0.6559472691197279,180.0,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,0.7420735152659724,180.0,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.2828882466340919,68.0,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,0.7942500728083723,180.0,True,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.3958499696684052,67.5,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2572453853404302,37.5,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116124,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2927817778237777,71.5,False,True,,AMBIGUOUS,0.1688074022531509,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:CAL-PCALX_RX_PD_OUT_DQ,0.2076840112237058,433.5,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:CAL-PCALY_RX_PD_OUT_DQ,0.2389324918093659,180.0,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:IMC-WFS_A_DC_PIT_OUT_DQ,0.7357701671401252,122.0,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:IMC-WFS_A_DC_YAW_OUT_DQ,0.7618043091912122,180.0,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:LSC-POP_A_LF_OUT_DQ,0.3447072256074303,180.0,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:LSC-REFL_A_RIN_OUT_DQ,0.887269277472345,180.0,True,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2212859080344051,46.0,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2125823898896604,129.0,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
H1,1379116028,Family_01,H1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2032640425712594,233.0,False,True,,AMBIGUOUS,0.172880619764328,idxq4-64_queryq4-64
L1,1373815196,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.8662832614178138,180.0,True,True,,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64
L1,1373815196,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.308233395596644,300.0,False,True,,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64
L1,1373815196,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.7539828696051728,21.0,True,True,,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64
L1,1373815196,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.616891322428045,60.0,False,True,,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64
L1,1373815196,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.7562647463787187,20.0,True,True,,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64
L1,1373815196,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.8702057476287152,21.0,True,True,,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64
L1,1373815196,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.5806719419230093,20.0,False,True,,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64
L1,1372237020,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.2167394097320011,237.5,False,True,,AMBIGUOUS,0.1821765750646591,idxq4-64_queryq4-64
L1,1372237020,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.2707054413018371,472.5,False,True,,AMBIGUOUS,0.1821765750646591,idxq4-64_queryq4-64
L1,1372237020,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2084412165239928,55.5,False,True,,AMBIGUOUS,0.1821765750646591,idxq4-64_queryq4-64
L1,1372237020,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.4302597768557892,60.0,False,True,,AMBIGUOUS,0.1821765750646591,idxq4-64_queryq4-64
L1,1372237020,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.1830883347902532,35.0,False,True,,AMBIGUOUS,0.1821765750646591,idxq4-64_queryq4-64
L1,1372237020,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2188396532254346,233.5,False,True,,AMBIGUOUS,0.1821765750646591,idxq4-64_queryq4-64
L1,1372237020,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2195710404208515,122.5,False,True,,AMBIGUOUS,0.1821765750646591,idxq4-64_queryq4-64
L1,1369524060,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.2615617322703349,180.0,False,True,,AMBIGUOUS,0.1870284676551818,idxq4-64_queryq4-64
L1,1369524060,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.2414231081099371,180.0,False,True,,AMBIGUOUS,0.1870284676551818,idxq4-64_queryq4-64
L1,1369524060,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2108047976112825,21.0,False,True,,AMBIGUOUS,0.1870284676551818,idxq4-64_queryq4-64
L1,1369524060,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.2529412369911769,455.5,False,True,,AMBIGUOUS,0.1870284676551818,idxq4-64_queryq4-64
L1,1369524060,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.1939912515927636,64.5,False,True,,AMBIGUOUS,0.1870284676551818,idxq4-64_queryq4-64
L1,1369524060,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2391865963987922,105.0,False,True,,AMBIGUOUS,0.1870284676551818,idxq4-64_queryq4-64
L1,1369524060,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.1890756328499825,249.5,False,True,,AMBIGUOUS,0.1870284676551818,idxq4-64_queryq4-64
L1,1380566428,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.2181667211655361,158.5,False,True,,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64
L1,1380566428,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.1790150055079178,286.5,False,True,,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64
L1,1380566428,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2064770370089542,53.5,False,True,,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64
L1,1380566428,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.2580541416945832,316.5,False,True,,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64
L1,1380566428,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2470513683148763,96.5,False,True,,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64
L1,1380566428,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2321286365659504,173.5,False,True,,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64
L1,1380566428,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2016671255713582,205.0,False,True,,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64
L1,1378325180,Family_01,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.6889703016587093,180.0,True,True,,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64
L1,1378325180,Family_01,L1:CAL-PCALX_RX_PD_OUT_DQ,0.3084802711099301,180.5,False,True,,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64
L1,1378325180,Family_01,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2681167346369581,55.0,False,True,,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64
L1,1378325180,Family_01,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.6643546559629853,120.0,False,True,,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64
L1,1378325180,Family_01,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2559413216925951,163.5,False,True,,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64
L1,1378325180,Family_01,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.1816183802568629,171.0,False,True,,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64
L1,1378325180,Family_01,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.3887147978092728,20.0,False,True,,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64
