detector,gps_start,family,m_channels,n_windows,n_surrogate_pairs,threshold_fw,cmax_observed,top_channel,top_channel_baseline,threshold_zero_lag,verdict,dsd_class,dsd_score,taxonomy_representation,top_channel_class,verdict_tier
L1,1372255744,Family_01,7,120,14280,0.8066173791885376,0.5739528964575412,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.19876715540885925,0.9093682765960693,NO_CORRELATION,BACKGROUND,0.0600379221141338,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1372294140,Family_01,7,123,15006,0.7509222626686096,0.3422883107002138,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.4078127443790436,0.8680689334869385,NO_CORRELATION,BACKGROUND,0.0769074708223342,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1372501504,Family_01,7,118,13806,0.7997738718986511,0.7834992277697406,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.2100086510181427,0.9179936647415161,NO_CORRELATION,BACKGROUND,0.0573009327054023,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1373813628,Family_01,7,92,8372,0.7386946678161621,0.6728328581199392,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.6384011507034302,0.9065864682197571,NO_CORRELATION,ROBUST,0.406109869480133,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1373815196,Family_01,7,92,8372,0.7386946678161621,0.8702057476287152,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.20612472295761108,0.9065864682197571,COUPLED,AMBIGUOUS,0.1773176342248916,idxq4-64_queryq4-64,CAL_LINE,SUSPECT
L1,1375260316,Family_01,7,139,19182,0.7918538451194763,0.3360063871595778,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.39822694659233093,0.926413357257843,NO_CORRELATION,ROBUST,0.4438816010951996,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1376313212,Family_01,7,133,17556,0.7204059362411499,0.8609849441688043,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.33819881081581116,0.8780758380889893,COUPLED,AMBIGUOUS,0.2186657637357711,idxq4-64_queryq4-64,IMC,SUSPECT
L1,1376689244,Family_01,7,129,16512,0.8532439470291138,0.4397652117132163,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.22382625937461853,0.9185845255851746,NO_CORRELATION,ROBUST,0.4478968977928161,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1377439420,Family_01,7,116,13340,0.6947269439697266,0.4007305516249124,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2209654003381729,0.8442932367324829,NO_CORRELATION,ROBUST,0.430944949388504,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1377552508,Family_01,7,116,13340,0.8333975672721863,0.5331944713747918,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.24207812547683716,0.9057915210723877,NO_CORRELATION,BACKGROUND,0.1245303750038147,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1377844316,Family_01,7,114,12882,0.6777790784835815,0.7702052441177224,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3597545623779297,0.794172465801239,COUPLED,BACKGROUND,0.0937894210219383,idxq4-64_queryq4-64,IMC,SUSPECT
L1,1378009564,Family_01,7,132,17292,0.8729608058929443,0.3960596375039114,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.7384964823722839,0.9122799634933472,NO_CORRELATION,AMBIGUOUS,0.1616334319114685,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1378021148,Family_01,7,127,16002,0.8346485495567322,0.8128939192930569,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.7324594259262085,0.9101848006248474,NO_CORRELATION,BACKGROUND,0.0839771032333374,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1378325180,Family_01,7,129,16512,0.8831906318664551,0.6889703016587093,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.5632196068763733,0.8868641257286072,NO_CORRELATION,AMBIGUOUS,0.1970830261707306,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1378361856,Family_01,7,123,15006,0.6611931920051575,0.4067552044483498,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.37155911326408386,0.852644145488739,NO_CORRELATION,BACKGROUND,0.0655566528439521,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1378383260,Family_01,7,124,15252,0.7110525369644165,0.7355241470132281,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.38168197870254517,0.7999850511550903,COUPLED,BACKGROUND,0.0727348327636718,idxq4-64_queryq4-64,IMC,SUSPECT
L1,1378433340,Family_01,7,122,14762,0.7093557119369507,0.6252779142285424,L1:CAL-PCALY_RX_PD_OUT_DQ,0.2315521538257599,0.8635069727897644,NO_CORRELATION,BACKGROUND,0.0789524540305137,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1378540924,Family_01,7,116,13340,0.7218477129936218,0.8194063975573748,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3718796968460083,0.8430634140968323,COUPLED,BACKGROUND,0.1089411601424217,idxq4-64_queryq4-64,IMC,SUSPECT
L1,1378652764,Family_01,7,110,11990,0.8460032939910889,0.6415747288920669,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.42399853467941284,0.8806149959564209,NO_CORRELATION,BACKGROUND,0.1501694917678833,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1378761340,Family_01,7,116,13340,0.7251120805740356,0.369826621609674,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.22835169732570648,0.9178455471992493,NO_CORRELATION,AMBIGUOUS,0.1543441414833068,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1378781980,Family_01,7,114,12882,0.7096090316772461,0.8369542672135192,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3904379606246948,0.8427609205245972,COUPLED,BACKGROUND,0.0673735737800598,idxq4-64_queryq4-64,IMC,SUSPECT
L1,1378810076,Family_01,7,110,11990,0.6857142448425293,0.9365109888965896,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.19498448073863983,0.7885160446166992,COUPLED,BACKGROUND,0.0799912884831428,idxq4-64_queryq4-64,CAL_LINE,COUPLED
L1,1378967996,Family_01,7,133,17556,0.6774942874908447,0.6981954032842543,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.41553106904029846,0.7951804995536804,COUPLED,AMBIGUOUS,0.1584947556257248,idxq4-64_queryq4-64,IMC,SUSPECT
L1,1379317180,Family_01,7,123,15006,0.8436473608016968,0.8240147284832148,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.48489126563072205,0.9385833740234375,NO_CORRELATION,BACKGROUND,0.1359146684408188,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1379439132,Family_01,7,124,15252,0.7031913995742798,0.4153675543591885,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.23219211399555206,0.8141698837280273,NO_CORRELATION,ROBUST,0.42450812458992,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1379948508,Family_01,7,128,16256,0.8014026284217834,0.2832173053967518,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.40199148654937744,0.8628034591674805,NO_CORRELATION,BACKGROUND,0.1397778838872909,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1379972892,Family_01,7,128,16256,0.8014026284217834,0.306673264925708,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.2600836455821991,0.8628034591674805,NO_CORRELATION,BACKGROUND,0.1192960441112518,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1380263452,Family_01,7,126,15750,0.6674351096153259,0.5457895075861453,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.5170354843139648,0.7890130877494812,NO_CORRELATION,BACKGROUND,0.141014963388443,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1380327164,Family_01,7,125,15500,0.8351985216140747,0.4428220746615742,L1:SUS-ETMX_L1_CAL_LINE_OUT_DQ,0.22489096224308014,0.8870869278907776,NO_CORRELATION,BACKGROUND,0.1207427158951759,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1380566428,Family_01,7,104,10712,0.706030547618866,0.2580541416945832,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3176707923412323,0.7921996712684631,NO_CORRELATION,AMBIGUOUS,0.1919731050729751,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1380568604,Family_01,7,104,10712,0.706030547618866,0.6742251945644253,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3176707923412323,0.7921996712684631,NO_CORRELATION,AMBIGUOUS,0.2118258774280548,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1382955228,Singleton_1382955228,7,116,13340,0.6627429127693176,0.4784850756301909,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.6043713688850403,0.7891485691070557,NO_CORRELATION,ROBUST,0.5988767743110657,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1382968796,Family_01,7,122,14762,0.6987271308898926,0.7026100715608912,L1:SUS-ETMX_L2_CAL_LINE_OUT_DQ,0.2004799097776413,0.8199610710144043,COUPLED,ROBUST,0.3423391580581665,idxq4-64_queryq4-64,CAL_LINE,SUSPECT
L1,1383562240,Family_01,7,112,12432,0.603398859500885,0.5960568252765126,L1:CAL-PCALY_RX_PD_OUT_DQ,0.41045957803726196,0.7186501026153564,NO_CORRELATION,BACKGROUND,0.0692173317074775,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1383602620,Family_01,7,121,14520,0.7245963215827942,0.4182588565865211,L1:CAL-PCALY_RX_PD_OUT_DQ,0.49464598298072815,0.8604075312614441,NO_CORRELATION,BACKGROUND,0.0832247212529182,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1383719836,Family_01,7,116,13340,0.6569061875343323,0.4981739683686761,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3293344974517822,0.7269943952560425,NO_CORRELATION,ROBUST,0.4212601482868194,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1383918620,Family_01,7,133,17556,0.7648522257804871,0.3692208410671151,L1:CAL-PCALY_RX_PD_OUT_DQ,0.23681120574474335,0.8596752882003784,NO_CORRELATION,ROBUST,0.2772253155708313,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1384365788,Family_01,7,128,16256,0.6431795358657837,0.2822335644034159,L1:CAL-PCALX_RX_PD_OUT_DQ,0.23936331272125244,0.7543004155158997,NO_CORRELATION,BACKGROUND,0.0873155370354652,idxq4-64_queryq4-64,CAL_LINE,NO_CORRELATION
L1,1384387932,Family_01,7,144,20592,0.6730214357376099,0.7916774793946231,L1:SUS-ETMX_L3_CAL_LINE_OUT_DQ,0.24314798414707184,0.7364924550056458,COUPLED,BACKGROUND,0.1369341760873794,idxq4-64_queryq4-64,CAL_LINE,COUPLED
L1,1384403260,Family_01,7,123,15006,0.7847157716751099,0.7195238150549638,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.43899422883987427,0.895934522151947,NO_CORRELATION,BACKGROUND,0.1264127194881439,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1384412764,Family_01,7,120,14280,0.780896782875061,0.6076637851418104,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.37907031178474426,0.8534699082374573,NO_CORRELATION,AMBIGUOUS,0.2014142274856567,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1384518396,Family_01,7,136,18360,0.7728171944618225,0.3071898947330339,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3345085382461548,0.8657764792442322,NO_CORRELATION,BACKGROUND,0.1233971938490867,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1385752092,Family_01,7,129,16512,0.5402065515518188,0.3876518350168761,L1:IMC-WFS_B_I_PIT_OUT_DQ,0.3019506633281708,0.6213741898536682,NO_CORRELATION,BACKGROUND,0.1381015330553054,idxq4-64_queryq4-64,IMC,NO_CORRELATION
L1,1388678172,Family_01,7,74,5402,0.7341582179069519,0.533203801752813,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.6177634596824646,0.8338607549667358,NO_CORRELATION,ROBUST,0.4524491131305694,idxq4-64_queryq4-64,ASC,NO_CORRELATION
L1,1389011516,Family_01,7,132,17292,0.8204007744789124,0.8433816957536837,L1:ASC-X_TR_A_NSUM_OUT_DQ,0.7068199515342712,0.8822712302207947,COUPLED,ROBUST,0.4373535215854645,idxq4-64_queryq4-64,ASC,SUSPECT
