candidate_id,gps_start,detector,legacy_class,score,class,variant
1374230716.0_L1,1374230716.0,L1,ROBUST,0.4182930886745453,ROBUST,idxq4-64_queryq4-64
1374230780.0_L1,1374230780.0,L1,ROBUST,0.4106948673725128,ROBUST,idxq4-64_queryq4-64
1374269564.0_H1,1374269564.0,H1,BACKGROUND,0.0791655853390693,BACKGROUND,idxq4-64_queryq4-64
1374270620.0_H1,1374270620.0,H1,BACKGROUND,0.1113694235682487,BACKGROUND,idxq4-64_queryq4-64
1374270908.0_H1,1374270908.0,H1,ROBUST,0.4273070096969604,ROBUST,idxq4-64_queryq4-64
1374271804.0_H1,1374271804.0,H1,AMBIGUOUS,0.18028624355793,AMBIGUOUS,idxq4-64_queryq4-64
1374272124.0_L1,1374272124.0,L1,ROBUST,0.48382169008255,ROBUST,idxq4-64_queryq4-64
1374272732.0_H1,1374272732.0,H1,ROBUST,0.4944863021373749,ROBUST,idxq4-64_queryq4-64
1374293756.0_H1,1374293756.0,H1,BACKGROUND,0.0878936722874641,BACKGROUND,idxq4-64_queryq4-64
1374294844.0_H1,1374294844.0,H1,BACKGROUND,0.1086295619606971,BACKGROUND,idxq4-64_queryq4-64
1374295324.0_H1,1374295324.0,H1,BACKGROUND,0.0933683589100837,BACKGROUND,idxq4-64_queryq4-64
1374295580.0_H1,1374295580.0,H1,ROBUST,0.4547778367996216,ROBUST,idxq4-64_queryq4-64
1374295964.0_H1,1374295964.0,H1,BACKGROUND,0.0868118479847908,BACKGROUND,idxq4-64_queryq4-64
1374296828.0_H1,1374296828.0,H1,BACKGROUND,0.0874725952744484,BACKGROUND,idxq4-64_queryq4-64
1374298620.0_H1,1374298620.0,H1,ROBUST,0.4344807267189026,ROBUST,idxq4-64_queryq4-64
1374304476.0_H1,1374304476.0,H1,BACKGROUND,0.0914524495601654,BACKGROUND,idxq4-64_queryq4-64
1374305596.0_H1,1374305596.0,H1,AMBIGUOUS,0.1557528227567672,AMBIGUOUS,idxq4-64_queryq4-64
1374306524.0_H1,1374306524.0,H1,BACKGROUND,0.1202658787369728,BACKGROUND,idxq4-64_queryq4-64
1374306556.0_L1,1374306556.0,L1,BACKGROUND,0.1311424821615219,BACKGROUND,idxq4-64_queryq4-64
1374307452.0_L1,1374307452.0,L1,BACKGROUND,0.1394955962896347,BACKGROUND,idxq4-64_queryq4-64
1374311292.0_H1,1374311292.0,H1,ROBUST,0.3822348415851593,ROBUST,idxq4-64_queryq4-64
1374312380.0_H1,1374312380.0,H1,AMBIGUOUS,0.1361894011497497,AMBIGUOUS,idxq4-64_queryq4-64
1374312412.0_H1,1374312412.0,H1,AMBIGUOUS,0.1481090486049652,AMBIGUOUS,idxq4-64_queryq4-64
1374312572.0_H1,1374312572.0,H1,ROBUST,0.425580769777298,ROBUST,idxq4-64_queryq4-64
1374312892.0_H1,1374312892.0,H1,AMBIGUOUS,0.1410468071699142,AMBIGUOUS,idxq4-64_queryq4-64
1374313020.0_H1,1374313020.0,H1,BACKGROUND,0.1257995069026947,BACKGROUND,idxq4-64_queryq4-64
1374313052.0_H1,1374313052.0,H1,BACKGROUND,0.1094459071755409,BACKGROUND,idxq4-64_queryq4-64
1374315548.0_H1,1374315548.0,H1,ROBUST,0.3889341652393341,ROBUST,idxq4-64_queryq4-64
1374315708.0_H1,1374315708.0,H1,BACKGROUND,0.0943541675806045,BACKGROUND,idxq4-64_queryq4-64
1374316156.0_L1,1374316156.0,L1,ROBUST,0.2341076135635376,ROBUST,idxq4-64_queryq4-64
1374317948.0_L1,1374317948.0,L1,ROBUST,0.3820266723632812,ROBUST,idxq4-64_queryq4-64
1374318908.0_L1,1374318908.0,L1,ROBUST,0.4240506887435913,ROBUST,idxq4-64_queryq4-64
1374319164.0_H1,1374319164.0,H1,BACKGROUND,0.1120855957269668,BACKGROUND,idxq4-64_queryq4-64
1374319580.0_L1,1374319580.0,L1,AMBIGUOUS,0.1622798591852188,AMBIGUOUS,idxq4-64_queryq4-64
1374319644.0_L1,1374319644.0,L1,ROBUST,0.4136550724506378,ROBUST,idxq4-64_queryq4-64
1374319964.0_L1,1374319964.0,L1,ROBUST,0.4113848209381103,ROBUST,idxq4-64_queryq4-64
1374320028.0_L1,1374320028.0,L1,ROBUST,0.4447931349277496,ROBUST,idxq4-64_queryq4-64
1374320732.0_L1,1374320732.0,L1,ROBUST,0.3605187237262726,ROBUST,idxq4-64_queryq4-64
1374320796.0_H1,1374320796.0,H1,BACKGROUND,0.0904985070228576,BACKGROUND,idxq4-64_queryq4-64
1374323740.0_L1,1374323740.0,L1,ROBUST,0.2510644793510437,ROBUST,idxq4-64_queryq4-64
1374323740.0_H1,1374323740.0,H1,BACKGROUND,0.12051475793123245,BACKGROUND,idxq4-64_queryq4-64
1374325148.0_H1,1374325148.0,H1,ROBUST,0.4530436992645263,ROBUST,idxq4-64_queryq4-64
1374325884.0_H1,1374325884.0,H1,BACKGROUND,0.098211646080017,BACKGROUND,idxq4-64_queryq4-64
1374326076.0_H1,1374326076.0,H1,BACKGROUND,0.096807911992073,BACKGROUND,idxq4-64_queryq4-64
1374327164.0_H1,1374327164.0,H1,ROBUST,0.4447327852249145,ROBUST,idxq4-64_queryq4-64
1374370012.0_L1,1374370012.0,L1,ROBUST,0.424917072057724,ROBUST,idxq4-64_queryq4-64
1374370620.0_H1,1374370620.0,H1,BACKGROUND,0.0900286212563514,BACKGROUND,idxq4-64_queryq4-64
1374371452.0_H1,1374371452.0,H1,BACKGROUND,0.1134537234902381,BACKGROUND,idxq4-64_queryq4-64
1374372252.0_H1,1374372252.0,H1,BACKGROUND,0.1055124327540397,BACKGROUND,idxq4-64_queryq4-64
1374374172.0_L1,1374374172.0,L1,ROBUST,0.4571629166603088,ROBUST,idxq4-64_queryq4-64
1374374364.0_H1,1374374364.0,H1,ROBUST,0.4143116176128387,ROBUST,idxq4-64_queryq4-64
1374374588.0_H1,1374374588.0,H1,ROBUST,0.4262146651744842,ROBUST,idxq4-64_queryq4-64
1374374748.0_H1,1374374748.0,H1,BACKGROUND,0.0779498741030693,BACKGROUND,idxq4-64_queryq4-64
1374375260.0_H1,1374375260.0,H1,BACKGROUND,0.1020357683300972,BACKGROUND,idxq4-64_queryq4-64
1374375516.0_L1,1374375516.0,L1,ROBUST,0.4236991107463836,ROBUST,idxq4-64_queryq4-64
1374377852.0_H1,1374377852.0,H1,BACKGROUND,0.1098564639687538,BACKGROUND,idxq4-64_queryq4-64
1374379964.0_H1,1374379964.0,H1,BACKGROUND,0.1210044100880622,BACKGROUND,idxq4-64_queryq4-64
1374384476.0_H1,1374384476.0,H1,BACKGROUND,0.0920951068401336,BACKGROUND,idxq4-64_queryq4-64
1374386172.0_H1,1374386172.0,H1,ROBUST,0.442597359418869,ROBUST,idxq4-64_queryq4-64
1374386204.0_H1,1374386204.0,H1,ROBUST,0.4168326258659363,ROBUST,idxq4-64_queryq4-64
1374386268.0_L1,1374386268.0,L1,ROBUST,0.4341042339801788,ROBUST,idxq4-64_queryq4-64
1374386588.0_H1,1374386588.0,H1,BACKGROUND,0.1087952330708503,BACKGROUND,idxq4-64_queryq4-64
1374386652.0_H1,1374386652.0,H1,ROBUST,0.2163580954074859,ROBUST,idxq4-64_queryq4-64
1374386688.0_H1,1374386688.0,H1,BACKGROUND,0.0786183848977088,BACKGROUND,idxq4-64_queryq4-64
1374386716.0_H1,1374386716.0,H1,BACKGROUND,0.0852758884429931,BACKGROUND,idxq4-64_queryq4-64
1374388124.0_L1,1374388124.0,L1,ROBUST,0.4403012692928314,ROBUST,idxq4-64_queryq4-64
1374390972.0_L1,1374390972.0,L1,ROBUST,0.4316550493240356,ROBUST,idxq4-64_queryq4-64
1374391228.0_H1,1374391228.0,H1,BACKGROUND,0.092389777302742,BACKGROUND,idxq4-64_queryq4-64
1374391612.0_H1,1374391612.0,H1,BACKGROUND,0.1012757718563079,BACKGROUND,idxq4-64_queryq4-64
1374391644.0_H1,1374391644.0,H1,BACKGROUND,0.0925677716732025,BACKGROUND,idxq4-64_queryq4-64
1374392764.0_H1,1374392764.0,H1,BACKGROUND,0.08914165943861,BACKGROUND,idxq4-64_queryq4-64
1374393340.0_H1,1374393340.0,H1,BACKGROUND,0.1045853793621063,BACKGROUND,idxq4-64_queryq4-64
1374393436.0_L1,1374393436.0,L1,ROBUST,0.4333200752735138,ROBUST,idxq4-64_queryq4-64
1374394076.0_H1,1374394076.0,H1,ROBUST,0.4165175855159759,ROBUST,idxq4-64_queryq4-64
1374394880.0_L1,1374394880.0,L1,BACKGROUND,0.0581853874027729,BACKGROUND,idxq4-64_queryq4-64
1374396028.0_H1,1374396028.0,H1,BACKGROUND,0.0871422961354255,BACKGROUND,idxq4-64_queryq4-64
1374396956.0_L1,1374396956.0,L1,ROBUST,0.4247019588947296,ROBUST,idxq4-64_queryq4-64
1374399100.0_H1,1374399100.0,H1,ROBUST,0.4160387516021728,ROBUST,idxq4-64_queryq4-64
1374399548.0_L1,1374399548.0,L1,ROBUST,0.4519095122814178,ROBUST,idxq4-64_queryq4-64
1374400348.0_H1,1374400348.0,H1,BACKGROUND,0.10661481320858,BACKGROUND,idxq4-64_queryq4-64
1374401084.0_H1,1374401084.0,H1,BACKGROUND,0.0977405533194542,BACKGROUND,idxq4-64_queryq4-64
1374401980.0_H1,1374401980.0,H1,BACKGROUND,0.0876454040408134,BACKGROUND,idxq4-64_queryq4-64
1374403036.0_H1,1374403036.0,H1,AMBIGUOUS,0.1951780766248703,AMBIGUOUS,idxq4-64_queryq4-64
1374451100.0_H1,1374451100.0,H1,BACKGROUND,0.0939552560448646,BACKGROUND,idxq4-64_queryq4-64
1374451324.0_L1,1374451324.0,L1,ROBUST,0.4301378130912781,ROBUST,idxq4-64_queryq4-64
1374452604.0_H1,1374452604.0,H1,BACKGROUND,0.1125323772430419,BACKGROUND,idxq4-64_queryq4-64
1374452860.0_H1,1374452860.0,H1,ROBUST,0.4480563998222351,ROBUST,idxq4-64_queryq4-64
1374453916.0_H1,1374453916.0,H1,BACKGROUND,0.1148895695805549,BACKGROUND,idxq4-64_queryq4-64
1374454236.0_L1,1374454236.0,L1,ROBUST,0.4008316099643707,ROBUST,idxq4-64_queryq4-64
1374454268.0_L1,1374454268.0,L1,ROBUST,0.4294389188289642,ROBUST,idxq4-64_queryq4-64
1374454684.0_H1,1374454684.0,H1,BACKGROUND,0.0860350951552391,BACKGROUND,idxq4-64_queryq4-64
1374455068.0_L1,1374455068.0,L1,ROBUST,0.2686820328235626,ROBUST,idxq4-64_queryq4-64
1374456028.0_H1,1374456028.0,H1,BACKGROUND,0.0808458998799324,BACKGROUND,idxq4-64_queryq4-64
1374456092.0_L1,1374456092.0,L1,AMBIGUOUS,0.207894742488861,AMBIGUOUS,idxq4-64_queryq4-64
1374457116.0_H1,1374457116.0,H1,BACKGROUND,0.1127723306417465,BACKGROUND,idxq4-64_queryq4-64
1374457180.0_H1,1374457180.0,H1,AMBIGUOUS,0.1364096701145172,AMBIGUOUS,idxq4-64_queryq4-64
1374459068.0_H1,1374459068.0,H1,BACKGROUND,0.1087266877293586,BACKGROUND,idxq4-64_queryq4-64
1374459324.0_L1,1374459324.0,L1,ROBUST,0.4485649168491363,ROBUST,idxq4-64_queryq4-64
1374461372.0_H1,1374461372.0,H1,ROBUST,0.4441639184951782,ROBUST,idxq4-64_queryq4-64
1374462556.0_H1,1374462556.0,H1,BACKGROUND,0.0937348827719688,BACKGROUND,idxq4-64_queryq4-64
1374464092.0_H1,1374464092.0,H1,ROBUST,0.4406278431415558,ROBUST,idxq4-64_queryq4-64
1374464668.0_H1,1374464668.0,H1,BACKGROUND,0.0916220024228096,BACKGROUND,idxq4-64_queryq4-64
1374466332.0_H1,1374466332.0,H1,BACKGROUND,0.0901236832141876,BACKGROUND,idxq4-64_queryq4-64
1374467452.0_H1,1374467452.0,H1,BACKGROUND,0.0858754143118858,BACKGROUND,idxq4-64_queryq4-64
1374468668.0_H1,1374468668.0,H1,BACKGROUND,0.0921323597431182,BACKGROUND,idxq4-64_queryq4-64
1374470428.0_H1,1374470428.0,H1,BACKGROUND,0.1155016720294952,BACKGROUND,idxq4-64_queryq4-64
1374471228.0_H1,1374471228.0,H1,BACKGROUND,0.0983877852559089,BACKGROUND,idxq4-64_queryq4-64
1374474108.0_L1,1374474108.0,L1,ROBUST,0.4153440296649933,ROBUST,idxq4-64_queryq4-64
1374475484.0_H1,1374475484.0,H1,BACKGROUND,0.1038799956440925,BACKGROUND,idxq4-64_queryq4-64
1374476988.0_H1,1374476988.0,H1,BACKGROUND,0.0956601202487945,BACKGROUND,idxq4-64_queryq4-64
1374477372.0_H1,1374477372.0,H1,AMBIGUOUS,0.1343332678079605,AMBIGUOUS,idxq4-64_queryq4-64
1374478556.0_H1,1374478556.0,H1,ROBUST,0.4091731309890747,ROBUST,idxq4-64_queryq4-64
1374479100.0_H1,1374479100.0,H1,ROBUST,0.3274884819984436,ROBUST,idxq4-64_queryq4-64
1374480896.0_H1,1374480896.0,H1,BACKGROUND,0.0873862653970718,BACKGROUND,idxq4-64_queryq4-64
1374481244.0_H1,1374481244.0,H1,ROBUST,0.5184107422828674,ROBUST,idxq4-64_queryq4-64
1374482396.0_L1,1374482396.0,L1,ROBUST,0.2441403716802597,ROBUST,idxq4-64_queryq4-64
1374482396.0_H1,1374482396.0,H1,BACKGROUND,0.0934968888759613,BACKGROUND,idxq4-64_queryq4-64
1374482876.0_H1,1374482876.0,H1,BACKGROUND,0.1070196330547332,BACKGROUND,idxq4-64_queryq4-64
1374483036.0_H1,1374483036.0,H1,ROBUST,0.4784618318080902,ROBUST,idxq4-64_queryq4-64
1374483132.0_H1,1374483132.0,H1,BACKGROUND,0.0838204100728035,BACKGROUND,idxq4-64_queryq4-64
1374483292.0_H1,1374483292.0,H1,BACKGROUND,0.1278064996004104,BACKGROUND,idxq4-64_queryq4-64
1374485436.0_H1,1374485436.0,H1,BACKGROUND,0.1036921590566635,BACKGROUND,idxq4-64_queryq4-64
1374485788.0_L1,1374485788.0,L1,BACKGROUND,0.0835169777274131,BACKGROUND,idxq4-64_queryq4-64
1374486972.0_L1,1374486972.0,L1,ROBUST,0.4389188587665558,ROBUST,idxq4-64_queryq4-64
1374487708.0_L1,1374487708.0,L1,ROBUST,0.4423126876354217,ROBUST,idxq4-64_queryq4-64
1374488220.0_H1,1374488220.0,H1,BACKGROUND,0.0883657410740852,BACKGROUND,idxq4-64_queryq4-64
1374488348.0_L1,1374488348.0,L1,ROBUST,0.328542023897171,ROBUST,idxq4-64_queryq4-64
1374488444.0_L1,1374488444.0,L1,ROBUST,0.477094829082489,ROBUST,idxq4-64_queryq4-64
1374489980.0_H1,1374489980.0,H1,BACKGROUND,0.0802287086844444,BACKGROUND,idxq4-64_queryq4-64
1374537372.0_L1,1374537372.0,L1,ROBUST,0.42316934466362,ROBUST,idxq4-64_queryq4-64
1374537532.0_L1,1374537532.0,L1,AMBIGUOUS,0.1826748847961425,AMBIGUOUS,idxq4-64_queryq4-64
1374538524.0_L1,1374538524.0,L1,ROBUST,0.462621808052063,ROBUST,idxq4-64_queryq4-64
1374538780.0_H1,1374538780.0,H1,BACKGROUND,0.0900018811225891,BACKGROUND,idxq4-64_queryq4-64
1374541756.0_H1,1374541756.0,H1,BACKGROUND,0.0919318795204162,BACKGROUND,idxq4-64_queryq4-64
1374542300.0_H1,1374542300.0,H1,ROBUST,0.4893519580364227,ROBUST,idxq4-64_queryq4-64
1374543420.0_H1,1374543420.0,H1,BACKGROUND,0.1198599338531494,BACKGROUND,idxq4-64_queryq4-64
1374543740.0_H1,1374543740.0,H1,BACKGROUND,0.0972404032945633,BACKGROUND,idxq4-64_queryq4-64
1374543932.0_L1,1374543932.0,L1,ROBUST,0.4950103759765625,ROBUST,idxq4-64_queryq4-64
1374544732.0_H1,1374544732.0,H1,BACKGROUND,0.104228101670742,BACKGROUND,idxq4-64_queryq4-64
1374545500.0_H1,1374545500.0,H1,BACKGROUND,0.0874598026275634,BACKGROUND,idxq4-64_queryq4-64
1374545916.0_H1,1374545916.0,H1,BACKGROUND,0.0962699428200721,BACKGROUND,idxq4-64_queryq4-64
1374546076.0_H1,1374546076.0,H1,BACKGROUND,0.1059449315071106,BACKGROUND,idxq4-64_queryq4-64
1374546300.0_H1,1374546300.0,H1,BACKGROUND,0.1102452799677848,BACKGROUND,idxq4-64_queryq4-64
1374546748.0_H1,1374546748.0,H1,ROBUST,0.5059417486190796,ROBUST,idxq4-64_queryq4-64
1374551420.0_L1,1374551420.0,L1,ROBUST,0.4664088487625122,ROBUST,idxq4-64_queryq4-64
1374551804.0_H1,1374551804.0,H1,BACKGROUND,0.0875209271907806,BACKGROUND,idxq4-64_queryq4-64
1374553308.0_L1,1374553308.0,L1,ROBUST,0.4357094168663025,ROBUST,idxq4-64_queryq4-64
1374553436.0_H1,1374553436.0,H1,ROBUST,0.4323753416538238,ROBUST,idxq4-64_queryq4-64
1374556156.0_H1,1374556156.0,H1,ROBUST,0.4625751674175262,ROBUST,idxq4-64_queryq4-64
1374556380.0_H1,1374556380.0,H1,BACKGROUND,0.0947308093309402,BACKGROUND,idxq4-64_queryq4-64
1374556956.0_L1,1374556956.0,L1,ROBUST,0.4469325244426727,ROBUST,idxq4-64_queryq4-64
1374557724.0_H1,1374557724.0,H1,BACKGROUND,0.0876197442412376,BACKGROUND,idxq4-64_queryq4-64
1374557852.0_H1,1374557852.0,H1,ROBUST,0.4885269105434418,ROBUST,idxq4-64_queryq4-64
1374559420.0_L1,1374559420.0,L1,ROBUST,0.442374974489212,ROBUST,idxq4-64_queryq4-64
1374559516.0_H1,1374559516.0,H1,BACKGROUND,0.0962781384587287,BACKGROUND,idxq4-64_queryq4-64
1374559580.0_H1,1374559580.0,H1,ROBUST,0.4974561631679535,ROBUST,idxq4-64_queryq4-64
1374561852.0_L1,1374561852.0,L1,BACKGROUND,0.0967254713177681,BACKGROUND,idxq4-64_queryq4-64
1374563100.0_H1,1374563100.0,H1,BACKGROUND,0.0943756625056266,BACKGROUND,idxq4-64_queryq4-64
1374563580.0_H1,1374563580.0,H1,BACKGROUND,0.1280898153781891,BACKGROUND,idxq4-64_queryq4-64
1374564572.0_H1,1374564572.0,H1,BACKGROUND,0.0984290614724159,BACKGROUND,idxq4-64_queryq4-64
1374565340.0_H1,1374565340.0,H1,ROBUST,0.4128533005714416,ROBUST,idxq4-64_queryq4-64
1374565788.0_H1,1374565788.0,H1,ROBUST,0.4104203581809997,ROBUST,idxq4-64_queryq4-64
1374565820.0_H1,1374565820.0,H1,ROBUST,0.3678670525550842,ROBUST,idxq4-64_queryq4-64
1374566044.0_L1,1374566044.0,L1,ROBUST,0.4475577175617218,ROBUST,idxq4-64_queryq4-64
1374566332.0_H1,1374566332.0,H1,BACKGROUND,0.1057466194033622,BACKGROUND,idxq4-64_queryq4-64
1374566620.0_L1,1374566620.0,L1,AMBIGUOUS,0.1564172059297561,AMBIGUOUS,idxq4-64_queryq4-64
1374566844.0_H1,1374566844.0,H1,AMBIGUOUS,0.1857429891824722,AMBIGUOUS,idxq4-64_queryq4-64
1374567708.0_H1,1374567708.0,H1,ROBUST,0.4140235185623169,ROBUST,idxq4-64_queryq4-64
1374568476.0_L1,1374568476.0,L1,ROBUST,0.4568623602390289,ROBUST,idxq4-64_queryq4-64
1374569756.0_H1,1374569756.0,H1,ROBUST,0.4588054716587066,ROBUST,idxq4-64_queryq4-64
1374570236.0_H1,1374570236.0,H1,BACKGROUND,0.0931543931365013,BACKGROUND,idxq4-64_queryq4-64
1374571740.0_H1,1374571740.0,H1,AMBIGUOUS,0.1433499902486801,AMBIGUOUS,idxq4-64_queryq4-64
1374572316.0_H1,1374572316.0,H1,BACKGROUND,0.1080119609832763,BACKGROUND,idxq4-64_queryq4-64
1374575104.0_H1,1374575104.0,H1,BACKGROUND,0.0679598003625869,BACKGROUND,idxq4-64_queryq4-64
1374575388.0_H1,1374575388.0,H1,BACKGROUND,0.1085862591862678,BACKGROUND,idxq4-64_queryq4-64
1374613020.0_L1,1374613020.0,L1,ROBUST,0.4562515914440155,ROBUST,idxq4-64_queryq4-64
1374615484.0_H1,1374615484.0,H1,ROBUST,0.4149475991725921,ROBUST,idxq4-64_queryq4-64
1374615996.0_H1,1374615996.0,H1,AMBIGUOUS,0.1564347594976425,AMBIGUOUS,idxq4-64_queryq4-64
1374616284.0_L1,1374616284.0,L1,ROBUST,0.4639286398887634,ROBUST,idxq4-64_queryq4-64
1374616444.0_H1,1374616444.0,H1,BACKGROUND,0.0888933837413787,BACKGROUND,idxq4-64_queryq4-64
1374619484.0_L1,1374619484.0,L1,ROBUST,0.443147212266922,ROBUST,idxq4-64_queryq4-64
1374623164.0_H1,1374623164.0,H1,ROBUST,0.2301478087902069,ROBUST,idxq4-64_queryq4-64
1374634460.0_H1,1374634460.0,H1,BACKGROUND,0.1067018210887909,BACKGROUND,idxq4-64_queryq4-64
1374635196.0_H1,1374635196.0,H1,BACKGROUND,0.1018486618995666,BACKGROUND,idxq4-64_queryq4-64
1374636060.0_H1,1374636060.0,H1,BACKGROUND,0.0929008200764656,BACKGROUND,idxq4-64_queryq4-64
1374636700.0_H1,1374636700.0,H1,BACKGROUND,0.0832686573266983,BACKGROUND,idxq4-64_queryq4-64
1374637980.0_H1,1374637980.0,H1,BACKGROUND,0.0911800563335418,BACKGROUND,idxq4-64_queryq4-64
1374638300.0_H1,1374638300.0,H1,BACKGROUND,0.0943126529455185,BACKGROUND,idxq4-64_queryq4-64
1374638556.0_H1,1374638556.0,H1,AMBIGUOUS,0.1913949400186538,AMBIGUOUS,idxq4-64_queryq4-64
1374638588.0_H1,1374638588.0,H1,BACKGROUND,0.1082569733262062,BACKGROUND,idxq4-64_queryq4-64
1374638844.0_H1,1374638844.0,H1,ROBUST,0.4215070009231567,ROBUST,idxq4-64_queryq4-64
1374638908.0_H1,1374638908.0,H1,BACKGROUND,0.0981937572360038,BACKGROUND,idxq4-64_queryq4-64
1374639196.0_H1,1374639196.0,H1,BACKGROUND,0.0919475853443145,BACKGROUND,idxq4-64_queryq4-64
1374639324.0_H1,1374639324.0,H1,ROBUST,0.4068978130817413,ROBUST,idxq4-64_queryq4-64
1374639900.0_H1,1374639900.0,H1,ROBUST,0.4085890650749206,ROBUST,idxq4-64_queryq4-64
1374639932.0_H1,1374639932.0,H1,ROBUST,0.3715328872203827,ROBUST,idxq4-64_queryq4-64
1374640828.0_H1,1374640828.0,H1,BACKGROUND,0.0937200561165809,BACKGROUND,idxq4-64_queryq4-64
1374640956.0_H1,1374640956.0,H1,ROBUST,0.4323594272136688,ROBUST,idxq4-64_queryq4-64
1374643356.0_L1,1374643356.0,L1,ROBUST,0.40926194190979,ROBUST,idxq4-64_queryq4-64
1374644284.0_H1,1374644284.0,H1,ROBUST,0.4227620661258697,ROBUST,idxq4-64_queryq4-64
1374647804.0_H1,1374647804.0,H1,BACKGROUND,0.1111605986952781,BACKGROUND,idxq4-64_queryq4-64
1374648252.0_H1,1374648252.0,H1,BACKGROUND,0.0804168954491615,BACKGROUND,idxq4-64_queryq4-64
1374648572.0_H1,1374648572.0,H1,BACKGROUND,0.091229073703289,BACKGROUND,idxq4-64_queryq4-64
1374649276.0_H1,1374649276.0,H1,ROBUST,0.4351027607917785,ROBUST,idxq4-64_queryq4-64
1374650876.0_H1,1374650876.0,H1,BACKGROUND,0.0842867493629455,BACKGROUND,idxq4-64_queryq4-64
1374651420.0_H1,1374651420.0,H1,BACKGROUND,0.0982725471258163,BACKGROUND,idxq4-64_queryq4-64
1374652604.0_L1,1374652604.0,L1,ROBUST,0.4639395475387573,ROBUST,idxq4-64_queryq4-64
1374652892.0_H1,1374652892.0,H1,AMBIGUOUS,0.1892308294773101,AMBIGUOUS,idxq4-64_queryq4-64
1374653980.0_L1,1374653980.0,L1,ROBUST,0.4414854347705841,ROBUST,idxq4-64_queryq4-64
1374654012.0_L1,1374654012.0,L1,ROBUST,0.4085680246353149,ROBUST,idxq4-64_queryq4-64
1374654812.0_H1,1374654812.0,H1,BACKGROUND,0.0855748280882835,BACKGROUND,idxq4-64_queryq4-64
1374655260.0_H1,1374655260.0,H1,BACKGROUND,0.084656186401844,BACKGROUND,idxq4-64_queryq4-64
1374656060.0_H1,1374656060.0,H1,BACKGROUND,0.0840536803007125,BACKGROUND,idxq4-64_queryq4-64
1374656348.0_H1,1374656348.0,H1,BACKGROUND,0.1209825351834297,BACKGROUND,idxq4-64_queryq4-64
1374656860.0_H1,1374656860.0,H1,BACKGROUND,0.0865205451846122,BACKGROUND,idxq4-64_queryq4-64
1374657180.0_L1,1374657180.0,L1,AMBIGUOUS,0.176024705171585,AMBIGUOUS,idxq4-64_queryq4-64
1374660028.0_H1,1374660028.0,H1,BACKGROUND,0.1009812653064727,BACKGROUND,idxq4-64_queryq4-64
1374660796.0_L1,1374660796.0,L1,BACKGROUND,0.1434136629104614,BACKGROUND,idxq4-64_queryq4-64
1374661120.0_L1,1374661120.0,L1,BACKGROUND,0.0784668773412704,BACKGROUND,idxq4-64_queryq4-64
1374662140.0_H1,1374662140.0,H1,BACKGROUND,0.0883134081959724,BACKGROUND,idxq4-64_queryq4-64
1374662620.0_H1,1374662620.0,H1,BACKGROUND,0.1125797927379608,BACKGROUND,idxq4-64_queryq4-64
1374663964.0_H1,1374663964.0,H1,BACKGROUND,0.0914410576224327,BACKGROUND,idxq4-64_queryq4-64
1374664668.0_H1,1374664668.0,H1,ROBUST,0.4752855896949768,ROBUST,idxq4-64_queryq4-64
1374664732.0_H1,1374664732.0,H1,BACKGROUND,0.0873269736766815,BACKGROUND,idxq4-64_queryq4-64
1374664988.0_H1,1374664988.0,H1,BACKGROUND,0.1119998097419738,BACKGROUND,idxq4-64_queryq4-64
1374665244.0_H1,1374665244.0,H1,ROBUST,0.4063877761363983,ROBUST,idxq4-64_queryq4-64
1374665756.0_L1,1374665756.0,L1,ROBUST,0.4567394256591797,ROBUST,idxq4-64_queryq4-64
1374666716.0_H1,1374666716.0,H1,BACKGROUND,0.1193222999572753,BACKGROUND,idxq4-64_queryq4-64
1374667260.0_H1,1374667260.0,H1,AMBIGUOUS,0.1423143446445465,AMBIGUOUS,idxq4-64_queryq4-64
1374669312.0_H1,1374669312.0,H1,BACKGROUND,0.0990259647369384,BACKGROUND,idxq4-64_queryq4-64
1374669884.0_H1,1374669884.0,H1,BACKGROUND,0.0956682339310646,BACKGROUND,idxq4-64_queryq4-64
1374671164.0_H1,1374671164.0,H1,ROBUST,0.4211176335811615,ROBUST,idxq4-64_queryq4-64
1374671836.0_H1,1374671836.0,H1,BACKGROUND,0.0968514010310173,BACKGROUND,idxq4-64_queryq4-64
1374672316.0_H1,1374672316.0,H1,BACKGROUND,0.0892553031444549,BACKGROUND,idxq4-64_queryq4-64
1374675068.0_L1,1374675068.0,L1,ROBUST,0.4511286914348602,ROBUST,idxq4-64_queryq4-64
1374677948.0_H1,1374677948.0,H1,AMBIGUOUS,0.1808403879404068,AMBIGUOUS,idxq4-64_queryq4-64
1374685084.0_L1,1374685084.0,L1,ROBUST,0.4309892058372497,ROBUST,idxq4-64_queryq4-64
1374685276.0_L1,1374685276.0,L1,ROBUST,0.4416095614433288,ROBUST,idxq4-64_queryq4-64
1374685308.0_L1,1374685308.0,L1,ROBUST,0.4741572141647339,ROBUST,idxq4-64_queryq4-64
1374688000.0_L1,1374688000.0,L1,BACKGROUND,0.0604116506874561,BACKGROUND,idxq4-64_queryq4-64
1374691452.0_L1,1374691452.0,L1,AMBIGUOUS,0.2064874470233917,AMBIGUOUS,idxq4-64_queryq4-64
1374691964.0_H1,1374691964.0,H1,ROBUST,0.3417752087116241,ROBUST,idxq4-64_queryq4-64
