gps_start,analysis_start,detector,pad_s,score,stored_pad4_score,pad4_anchor_abs_delta,fixed_pad4_threshold_class,pad_specific_threshold_class,pad_specific_ci_lower,pad_specific_ci_upper,representation
1369477148,1369477152.0,L1,128.0,0.22430427372455597,0.221188798546791,,ROBUST,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1369963356,1369963360.0,L1,4.0,0.22156134247779846,0.2215611785650253,1.639127731600798e-07,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1369963356,1369963360.0,L1,16.0,0.22097517549991608,0.2215611785650253,,ROBUST,ROBUST,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1369963356,1369963360.0,L1,64.0,0.22383607923984528,0.2215611785650253,,ROBUST,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1369963356,1369963360.0,L1,128.0,0.221879780292511,0.2215611785650253,,ROBUST,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1383396028,1383396032.0,L1,4.0,0.22161372005939484,0.2216137647628784,4.470348355378739e-08,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1383396028,1383396032.0,L1,16.0,0.19033421576023102,0.2216137647628784,,AMBIGUOUS,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1383396028,1383396032.0,L1,64.0,0.19753223657608032,0.2216137647628784,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1383396028,1383396032.0,L1,128.0,0.19379553198814392,0.2216137647628784,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1370570972,1370570976.0,L1,4.0,0.22173728048801422,0.2217374294996261,1.490116118829654e-07,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1370570972,1370570976.0,L1,16.0,0.18968133628368378,0.2217374294996261,,AMBIGUOUS,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1370570972,1370570976.0,L1,64.0,0.2047615945339203,0.2217374294996261,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1370570972,1370570976.0,L1,128.0,0.21662187576293945,0.2217374294996261,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1385847260,1385847264.0,L1,4.0,0.22177502512931824,0.2217752188444137,1.9371509546450838e-07,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1385847260,1385847264.0,L1,16.0,0.21332761645317078,0.2217752188444137,,AMBIGUOUS,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1385847260,1385847264.0,L1,64.0,0.21738573908805847,0.2217752188444137,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1385847260,1385847264.0,L1,128.0,0.22411814332008362,0.2217752188444137,,ROBUST,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1370629308,1370629312.0,L1,4.0,0.22189173102378845,0.221891850233078,1.1920928955078125e-07,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1370629308,1370629312.0,L1,16.0,0.22254963219165802,0.221891850233078,,ROBUST,ROBUST,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1370629308,1370629312.0,L1,64.0,0.21944200992584229,0.221891850233078,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1370629308,1370629312.0,L1,128.0,0.2233416736125946,0.221891850233078,,ROBUST,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1383317180,1383317184.0,L1,4.0,0.22213822603225708,0.2221380025148391,2.2351741799098157e-07,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1383317180,1383317184.0,L1,16.0,0.2204553633928299,0.2221380025148391,,ROBUST,ROBUST,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1383317180,1383317184.0,L1,64.0,0.2189844697713852,0.2221380025148391,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1383317180,1383317184.0,L1,128.0,0.2229432463645935,0.2221380025148391,,ROBUST,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1372131740,1372131744.0,L1,4.0,0.222142294049263,0.2221422791481018,1.4901161193847656e-08,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1372131740,1372131744.0,L1,16.0,0.21783170104026794,0.2221422791481018,,AMBIGUOUS,ROBUST,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1372131740,1372131744.0,L1,64.0,0.22035910189151764,0.2221422791481018,,ROBUST,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1372131740,1372131744.0,L1,128.0,0.21891646087169647,0.2221422791481018,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1384951164,1384951168.0,L1,4.0,0.22224704921245575,0.2222477346658706,6.85453414861481e-07,ROBUST,ROBUST,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1384951164,1384951168.0,L1,16.0,0.22181624174118042,0.2222477346658706,,ROBUST,ROBUST,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1384951164,1384951168.0,L1,64.0,0.22771549224853516,0.2222477346658706,,ROBUST,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1384951164,1384951168.0,L1,128.0,0.22622227668762207,0.2222477346658706,,ROBUST,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1378652764,1378652768.0,L1,4.0,0.15016935765743256,0.1501694917678833,1.341104507446289e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1378652764,1378652768.0,L1,16.0,0.18155136704444885,0.1501694917678833,,AMBIGUOUS,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1378652764,1378652768.0,L1,64.0,0.1845090091228485,0.1501694917678833,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1378652764,1378652768.0,L1,128.0,0.16850948333740234,0.1501694917678833,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1369272028,1369272032.0,L1,4.0,0.15009479224681854,0.1500945389270782,2.533197403509213e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1369272028,1369272032.0,L1,16.0,0.15194667875766754,0.1500945389270782,,AMBIGUOUS,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1369272028,1369272032.0,L1,64.0,0.15293362736701965,0.1500945389270782,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1369272028,1369272032.0,L1,128.0,0.15266023576259613,0.1500945389270782,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1379530908,1379530912.0,L1,4.0,0.15004786849021912,0.1500480026006698,1.3411045068911776e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1379530908,1379530912.0,L1,16.0,0.14684271812438965,0.1500480026006698,,BACKGROUND,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1379530908,1379530912.0,L1,64.0,0.1422867774963379,0.1500480026006698,,BACKGROUND,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1379530908,1379530912.0,L1,128.0,0.14608043432235718,0.1500480026006698,,BACKGROUND,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1370787260,1370787264.0,L1,4.0,0.14975401759147644,0.1497541666030883,1.4901161185520984e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1370787260,1370787264.0,L1,16.0,0.14521516859531403,0.1497541666030883,,BACKGROUND,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1370787260,1370787264.0,L1,64.0,0.13640537858009338,0.1497541666030883,,BACKGROUND,BACKGROUND,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1370787260,1370787264.0,L1,128.0,0.135646253824234,0.1497541666030883,,BACKGROUND,BACKGROUND,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1382339164,1382339168.0,L1,4.0,0.1497492492198944,0.1497492492198944,0.0,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1382339164,1382339168.0,L1,16.0,0.14594025909900665,0.1497492492198944,,BACKGROUND,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1382339164,1382339168.0,L1,64.0,0.1526024043560028,0.1497492492198944,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1382339164,1382339168.0,L1,128.0,0.15040019154548645,0.1497492492198944,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1377595324,1377595328.0,L1,4.0,0.14973510801792145,0.1497351080179214,5.551115123125783e-17,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1377595324,1377595328.0,L1,16.0,0.14856398105621338,0.1497351080179214,,BACKGROUND,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1377595324,1377595328.0,L1,64.0,0.13915210962295532,0.1497351080179214,,BACKGROUND,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1377595324,1377595328.0,L1,128.0,0.135284885764122,0.1497351080179214,,BACKGROUND,BACKGROUND,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1379511676,1379511680.0,L1,4.0,0.1496143639087677,0.1496143937110901,2.9802322387695312e-08,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1379511676,1379511680.0,L1,16.0,0.15089143812656403,0.1496143937110901,,AMBIGUOUS,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1379511676,1379511680.0,L1,64.0,0.1471795290708542,0.1496143937110901,,BACKGROUND,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1379511676,1379511680.0,L1,128.0,0.14589886367321014,0.1496143937110901,,BACKGROUND,BACKGROUND,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1383052636,1383052640.0,L1,4.0,0.14960454404354095,0.1496046632528305,1.1920928955078125e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1383052636,1383052640.0,L1,16.0,0.13887351751327515,0.1496046632528305,,BACKGROUND,BACKGROUND,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1383052636,1383052640.0,L1,64.0,0.14958645403385162,0.1496046632528305,,BACKGROUND,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1383052636,1383052640.0,L1,128.0,0.15166710317134857,0.1496046632528305,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1383184572,1383184576.0,L1,4.0,0.1495254784822464,0.1495255529880523,7.450580591372713e-08,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1383184572,1383184576.0,L1,16.0,0.13959826529026031,0.1495255529880523,,BACKGROUND,BACKGROUND,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1383184572,1383184576.0,L1,64.0,0.13579969108104706,0.1495255529880523,,BACKGROUND,BACKGROUND,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1383184572,1383184576.0,L1,128.0,0.13807885348796844,0.1495255529880523,,BACKGROUND,BACKGROUND,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1383977180,1383977184.0,L1,4.0,0.14948779344558716,0.1494879424571991,1.4901161193847656e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1383977180,1383977184.0,L1,16.0,0.15153032541275024,0.1494879424571991,,AMBIGUOUS,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1383977180,1383977184.0,L1,64.0,0.16045734286308289,0.1494879424571991,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1383977180,1383977184.0,L1,128.0,0.15914927423000336,0.1494879424571991,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1377485756,1377485760.0,L1,4.0,0.14937888085842133,0.1493789106607437,2.9802322387695312e-08,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1377485756,1377485760.0,L1,16.0,0.07762903720140457,0.1493789106607437,,BACKGROUND,BACKGROUND,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1377485756,1377485760.0,L1,64.0,0.07624790072441101,0.1493789106607437,,BACKGROUND,BACKGROUND,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1377485756,1377485760.0,L1,128.0,0.15008272230625153,0.1493789106607437,,BACKGROUND,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1377555420,1377555424.0,L1,4.0,0.1493590623140335,0.1493591666221618,1.0430812830142244e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1377555420,1377555424.0,L1,16.0,0.1415289342403412,0.1493591666221618,,BACKGROUND,BACKGROUND,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1377555420,1377555424.0,L1,64.0,0.13740676641464233,0.1493591666221618,,BACKGROUND,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1377555420,1377555424.0,L1,128.0,0.14453737437725067,0.1493591666221618,,BACKGROUND,BACKGROUND,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1378740764,1378740768.0,L1,4.0,0.14933077991008759,0.1493305563926696,2.2351741799098157e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1378740764,1378740768.0,L1,16.0,0.1500280350446701,0.1493305563926696,,BACKGROUND,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1378740764,1378740768.0,L1,64.0,0.14544762670993805,0.1493305563926696,,BACKGROUND,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1378740764,1378740768.0,L1,128.0,0.14330998063087463,0.1493305563926696,,BACKGROUND,BACKGROUND,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1381840956,1381840960.0,L1,4.0,0.14923594892024994,0.1492358595132827,8.940696724635266e-08,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1381840956,1381840960.0,L1,16.0,0.14882883429527283,0.1492358595132827,,BACKGROUND,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1381840956,1381840960.0,L1,64.0,0.15325352549552917,0.1492358595132827,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1381840956,1381840960.0,L1,128.0,0.15383945405483246,0.1492358595132827,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
1369141692,1369141696.0,L1,4.0,0.1491830199956894,0.1491828262805938,1.9371509560328626e-07,BACKGROUND,BACKGROUND,0.15031939417123752,0.21959366053342733,idxq4-64_queryq4-64
1369141692,1369141696.0,L1,16.0,0.14786753058433533,0.1491828262805938,,BACKGROUND,AMBIGUOUS,0.14252088919281877,0.21626390442252097,idxq4-64_queryq4-64
1369141692,1369141696.0,L1,64.0,0.15108336508274078,0.1491828262805938,,AMBIGUOUS,AMBIGUOUS,0.1372045400738714,0.23653336107730424,idxq4-64_queryq4-64
1369141692,1369141696.0,L1,128.0,0.15745864808559418,0.1491828262805938,,AMBIGUOUS,AMBIGUOUS,0.14599183201789856,0.2868003845214844,idxq4-64_queryq4-64
