shift_id,offset_s,covered_any,covered_both,overlap_any,overlap_both
1715,15727173.672481347,102,71,1,0
1716,6927147.949548488,117,79,2,0
1717,12400174.013961,107,69,0,0
1718,13458564.052223615,112,80,4,0
1719,16933491.72954886,118,86,3,0
1720,582937.8962956053,108,75,2,0
1721,4557278.390364441,114,72,2,0
1722,14543742.13030862,111,69,3,0
1723,11530204.487082576,113,68,0,0
1724,10150949.686077533,110,68,2,0
1725,1207581.7168429838,112,73,3,0
1726,7159047.330981868,114,75,2,0
1727,17654509.469548684,110,83,2,0
1728,713759.3773929272,113,78,3,0
1729,8137068.493294458,112,72,1,0
1730,19280093.36670298,122,80,1,0
1731,1119665.6048463392,111,82,1,0
1732,15311124.509914065,107,69,2,0
1733,5317893.964378323,107,65,1,0
1734,17685145.519843917,115,77,1,0
1735,15237250.089515202,101,60,3,0
1736,18072946.32772329,119,84,4,0
1737,4471314.274161978,118,78,5,0
1738,10875680.747754302,109,73,3,0
1739,15911502.306139624,108,68,3,0
1740,5075972.100844876,113,75,6,0
1741,4772303.668844535,114,69,1,0
1742,638403.8942155577,110,83,0,0
1743,19551545.183935896,119,72,4,0
1744,14505138.79339727,114,72,0,0
1745,12993105.44509723,105,68,0,0
1746,15195147.230600797,111,69,3,0
1747,10882182.507699504,111,84,1,0
1748,9755535.185175618,108,73,2,0
1749,9215320.939840011,110,75,2,0
1750,13092183.343715906,114,80,0,0
1751,4179091.666278361,105,77,0,0
1752,18120740.754883967,119,79,0,0
1753,16571142.45377235,119,74,3,0
1754,7185197.995923323,113,85,1,0
1755,11836566.15595002,117,73,3,0
1756,2950325.996464917,114,67,2,0
1757,19832418.664536335,117,75,1,0
1758,18421983.543320745,112,76,2,0
1759,18807925.80298316,110,78,2,0
1760,6831834.307542614,116,68,2,0
1761,3521119.9836480813,115,69,4,0
1762,4386984.386808444,113,71,0,0
1763,1914112.248787267,116,77,1,0
1764,2525558.6318468726,113,76,3,0
1765,1534423.9584121662,110,76,3,0
1766,20187330.96018489,112,74,1,0
1767,1590333.8107857988,107,74,3,0
1768,2778011.5631289273,111,87,0,0
1769,16885955.42541844,116,76,1,0
1770,11869686.225528993,111,61,4,0
1771,15812954.823512174,115,72,0,0
1772,12898708.689043969,113,75,5,1
1773,18001258.458212145,107,73,1,0
1774,13052143.166835247,115,79,4,0
1775,10689507.536640028,103,76,1,0
1776,14560635.68102697,108,67,2,0
1777,9171873.046293443,119,86,2,0
1778,7114125.690020191,103,70,3,0
1779,9583298.943377934,120,72,2,0
1780,3532886.1606995305,114,77,2,0
1781,16262860.060141137,115,80,3,0
1782,5380668.109857829,106,71,5,0
1783,3204257.230394225,113,78,7,0
1784,5089222.785237056,110,81,2,0
1785,17186823.814129937,116,78,4,0
1786,6791995.83048049,113,73,0,0
1787,14018426.329978019,113,81,3,0
1788,17478024.21550449,111,74,3,0
1789,1665207.5980469852,104,70,2,0
1790,15622209.610593624,110,78,3,0
1791,6334347.22503879,110,71,1,0
1792,4485480.322903865,122,80,3,0
1793,14076335.135833979,118,76,1,0
1794,18562185.895817418,111,75,1,0
1795,6077532.082847841,117,78,3,0
1796,11638049.386222597,111,79,0,0
1797,5972235.250409935,112,80,4,0
1798,11342609.960698009,105,72,4,0
1799,12714925.373716086,116,71,2,0
1800,12480846.941395456,114,68,0,0
1801,12749130.256157028,107,64,2,0
1802,2829546.388436592,110,71,1,0
1803,14170542.440179266,125,76,0,0
1804,13788960.337227022,111,79,1,0
1805,13948126.550731577,113,78,2,0
1806,1590595.1567965527,106,73,1,0
1807,9160624.476209646,121,81,2,0
1808,8392921.84753186,115,72,3,0
1809,1847302.1252326309,119,77,0,0
1810,4602158.932557273,106,72,2,0
1811,9041292.74150181,116,72,1,0
1812,15173044.178073991,111,69,2,0
1813,4900561.834573747,103,71,0,0
1814,16936629.274852652,117,85,1,0
1815,11170253.267482728,105,67,0,0
1816,15528739.414055139,105,73,1,0
1817,9682877.88721156,117,77,3,0
1818,10223836.652184343,115,74,2,0
1819,12671413.471765982,111,76,1,0
1820,18931255.922388293,118,76,1,0
1821,10073933.178300811,109,71,0,0
1822,10822165.820887929,112,65,1,0
1823,12311513.536531659,111,70,0,0
1824,15063562.402187295,112,80,4,0
1825,1545507.8729202521,115,69,1,0
1826,10558774.226528801,115,73,5,0
1827,9866369.356960649,119,80,0,0
1828,18803609.985902883,111,79,3,0
1829,10108334.23286904,107,77,3,0
1830,9596866.090358596,119,88,1,0
1831,19626372.487167314,118,88,3,0
1832,9236526.592221262,113,72,2,0
1833,3759728.657208882,112,80,3,0
1834,4491445.855490827,116,76,3,0
1835,2019430.4535319358,113,79,1,0
1836,97937.3417389403,119,73,4,0
1837,8858179.705333387,107,79,4,0
1838,15707870.643971762,98,69,2,0
1839,14981343.133801946,104,70,0,0
1840,739270.8154651606,112,76,6,1
1841,11661384.813026182,112,76,0,0
1842,3219519.9976467052,108,74,2,0
1843,19197400.760487568,117,84,0,0
1844,3485181.4667741354,103,73,2,0
1845,12811938.577313377,103,74,2,0
1846,6711518.163482799,117,78,0,0
1847,13114970.78315368,108,74,1,0
1848,8458382.673553852,110,69,3,0
1849,15512927.249017341,110,76,1,0
1850,4770939.405508006,113,66,0,0
1851,18480858.63224163,119,79,1,0
1852,10244457.474395828,115,73,3,0
1853,15440837.20649353,109,75,4,0
1854,17342380.83489956,112,77,2,0
1855,20370211.899825796,114,77,3,0
1856,4634198.9986158665,109,78,1,0
1857,5912496.377681215,111,77,4,0
1858,5172094.952116494,115,75,6,0
1859,5424685.864968002,113,72,1,0
1860,11914454.833285062,112,69,1,0
1861,20262457.99103652,110,70,3,0
1862,20196571.28144482,118,70,4,0
1863,10783900.0732132,113,81,2,0
1864,13063508.97517089,109,73,0,0
1865,17550337.813274734,112,80,3,0
1866,19032039.5008904,109,80,2,0
1867,4226320.075557446,109,74,2,0
1868,10819814.014671756,113,72,3,0
1869,16999321.771244127,112,81,3,0
1870,6243706.4914646335,105,69,4,0
1871,9017866.111076325,111,75,2,0
1872,20101999.081065252,112,81,2,0
1873,20090334.29832876,114,78,3,0
1874,18487254.670295004,115,82,0,0
1875,16300969.607430262,112,81,4,1
1876,5551794.55647845,117,82,2,0
1877,6602094.964126816,111,76,3,0
1878,11200401.026052114,106,66,0,0
1879,11474442.611655518,111,76,1,0
1880,10351949.054375574,103,68,1,0
1881,13015645.376428377,115,84,1,0
1882,8378460.614421683,108,67,2,0
1883,15300329.117100917,105,71,2,0
1884,6859998.486951849,110,70,1,0
1885,6801656.183187749,106,76,3,0
1886,2670053.9437144864,114,81,4,0
1887,3918692.0763832806,107,71,3,0
1888,17358437.800783362,110,65,1,0
1889,9149323.218956174,114,75,4,0
1890,4713847.862200327,115,79,3,0
1891,15506795.322814634,110,77,1,0
1892,11336427.110638455,107,70,3,0
1893,516027.81757967477,108,81,1,0
1894,6510941.931011077,112,76,1,0
1895,3680873.8564877454,100,68,3,0
1896,13405603.711695133,112,78,5,0
1897,5671620.360702923,114,74,4,0
1898,1405313.2134838512,114,72,1,0
1899,1201997.7866305884,114,77,2,0
1900,11899885.2760264,113,76,3,0
1901,527551.2490563705,105,72,2,0
1902,17323330.716722436,110,72,2,0
1903,3242142.53902905,111,73,0,0
1904,12404306.50861471,108,67,0,0
1905,9116946.597631019,115,63,0,0
1906,9079651.552568983,117,84,3,0
1907,1544427.6481908674,112,68,2,0
1908,16388371.59640959,110,78,5,0
1909,18222152.639375154,113,77,1,0
1910,310122.0745719579,111,78,5,0
1911,3713422.158386788,110,70,1,0
1912,18442524.704383068,113,75,3,0
1913,11245296.491298461,109,82,3,0
1914,3133343.739233352,113,84,2,0
1915,4204587.395405754,113,72,5,0
1916,13489136.65346962,111,73,2,0
1917,14805690.0994606,108,71,2,0
1918,12259319.857917894,111,78,1,0
1919,19442556.03991161,108,77,0,0
1920,10119646.037721904,105,77,4,0
1921,6184201.8830255745,115,74,1,0
1922,9777855.042624485,116,73,1,0
1923,7390359.225264069,114,75,4,0
1924,4643748.18208046,108,77,1,0
1925,1019803.2822998284,114,78,0,0
1926,7238990.434323116,111,82,3,0
1927,14533416.469550362,108,72,1,0
1928,460827.5256682858,101,73,1,0
1929,9005061.57478084,117,85,1,0
1930,13164685.320883347,107,66,1,0
1931,12482242.48746816,112,63,2,0
1932,15858265.776653687,117,78,1,0
1933,16546110.177732904,113,72,1,0
1934,14539437.12890256,111,69,3,0
1935,2173974.4942291137,114,71,3,0
1936,9732965.783862954,115,70,3,0
1937,12340126.822275361,113,73,2,0
1938,5073256.8897268195,112,71,1,0
1939,950525.2920436787,116,87,3,0
1940,4626982.80022241,107,71,2,0
1941,9324213.552625736,113,79,1,0
1942,8492331.347233213,103,72,2,0
1943,3674082.3899994674,106,76,5,0
1944,16828301.0745993,112,73,0,0
1945,18884874.59403791,112,73,3,0
1946,4175301.1239949195,107,72,3,0
1947,18963794.94017291,119,79,2,0
1948,449113.2145459021,107,75,1,0
1949,18870167.910743564,108,77,2,0
1950,19417789.097447045,118,72,1,0
1951,331144.4133822026,112,79,2,0
1952,15581490.67122349,108,70,1,0
1953,19788865.455119353,118,81,3,0
1954,18483099.898863915,114,74,1,0
1955,19799193.669508215,121,85,0,0
1956,11262149.62430538,103,59,1,0
1957,1673563.626336511,103,73,0,0
1958,17343579.113345552,111,73,1,0
1959,12551778.687667083,108,75,3,0
1960,12570227.906278098,106,67,2,1
1961,8559819.407566257,107,71,3,1
1962,11699138.122400075,106,67,2,0
1963,3205236.7217691797,114,79,4,0
1964,15109353.791494755,106,74,2,0
1965,1609821.470772181,109,68,0,0
1966,14906495.90481851,113,72,1,0
1967,17327114.215296485,111,69,3,0
1968,9681104.9165086,119,82,3,0
1969,10439831.141740136,111,66,1,0
1970,6426722.568792396,110,70,1,0
1971,19773777.134865742,114,76,3,0
1972,14974398.579565423,109,60,7,0
1973,7579671.9450020855,114,72,4,0
1974,3636318.476665374,116,75,1,0
1975,4545534.52660319,118,66,1,0
1976,9507548.217408452,118,78,5,0
1977,19227702.046223447,114,79,1,0
1978,14995150.33117442,113,72,2,0
1979,4457483.940522903,117,80,2,0
1980,17542023.673017614,108,77,3,0
1981,7766744.9410713995,111,73,1,0
1982,17382833.39846505,110,72,4,0
1983,4994738.755961615,104,68,3,0
1984,12649912.242957963,112,75,4,0
1985,18904853.60375944,117,74,1,0
1986,5323608.380169745,112,69,5,0
1987,14158076.030981308,119,81,1,0
1988,20136349.761041693,113,79,3,0
1989,3144689.7780160177,110,76,1,0
1990,1881638.3586330155,111,78,1,0
1991,13777686.290092349,111,75,1,0
1992,6985621.7325082095,112,76,2,0
1993,1533204.3485697857,111,76,1,0
1994,9738716.36573308,113,73,4,0
1995,15393673.453937596,111,77,3,0
1996,5876551.658671487,115,81,4,0
1997,6890397.969623274,107,70,2,0
1998,17260525.14857845,113,79,1,0
1999,10647812.365441395,105,74,3,0
2000,17200263.729734313,112,74,0,0
2001,9151499.250657596,115,80,0,0
2002,19439038.390897956,107,68,2,0
2003,13302476.21015191,117,78,2,0
2004,2440027.7973571895,120,81,1,0
2005,18060514.367714576,113,74,3,0
2006,10022201.789315509,115,68,3,0
2007,2962747.5060065654,96,67,0,0
2008,3187170.1619980354,107,75,4,0
2009,14048564.140637234,116,76,3,0
2010,1048421.9176597868,114,73,2,0
2011,5906431.540363754,108,71,1,0
2012,2925150.4722258938,111,68,4,0
2013,9043624.009695962,121,66,3,0
2014,8500930.660152692,107,76,2,0
2015,10684457.88508741,109,74,2,0
2016,5765142.716882543,115,86,2,0
2017,737128.3956562713,108,73,6,0
2018,12563107.297073938,102,62,3,0
2019,7675715.715333639,111,72,3,0
2020,13313450.620413367,116,82,0,0
2021,2293165.376304762,112,73,2,0
2022,366185.0203694565,112,81,1,0
2023,5128660.268355371,110,65,3,0
2024,9357780.416434014,109,73,2,0
2025,8089056.022623566,109,76,0,0
2026,16541700.171471447,114,72,1,0
2027,7759375.743210192,103,62,3,0
2028,10858387.298907485,112,72,1,0
2029,12139277.245079063,117,76,4,0
2030,529743.1689864837,104,74,2,0
2031,10547522.563641667,116,72,1,0
2032,7089095.28336784,113,83,2,0
2033,8641588.320940461,100,74,2,0
2034,2122996.373682144,118,71,5,0
2035,15983606.918966427,108,68,2,0
2036,19224368.563719153,117,83,0,0
2037,538626.3018176651,108,77,1,0
2038,12298837.518067729,107,72,0,0
2039,15598239.78086506,109,69,0,0
2040,5870158.5872664945,115,74,4,0
2041,16079763.79516826,111,64,1,0
2042,12928013.42894174,116,86,3,0
2043,18955463.07110798,118,79,2,0
2044,20008253.307047877,111,78,1,0
2045,946347.9446400977,120,89,4,0
2046,9122018.075832032,115,66,3,0
2047,11194409.195023423,103,69,3,0
2048,3066402.8826877233,119,66,1,0
2049,6915558.12998669,112,74,3,0
2050,20143149.310059123,117,82,3,0
2051,416001.6152203731,108,77,3,0
2052,9275750.070224581,110,64,1,0
2053,17198692.99600444,115,73,2,0
2054,6664057.282798221,117,74,2,0
2055,9829956.074550552,115,81,7,0
2056,19948161.787163984,112,82,1,0
2057,9730008.844414005,115,68,3,0
2058,2745097.6385462442,118,77,4,0
2059,1136739.3641644032,108,80,3,0
2060,19285541.586481497,121,75,2,0
2061,5484351.241024724,108,67,3,0
2062,10322728.188950274,112,64,2,0
2063,1928335.1850486465,112,72,1,0
2064,8689818.726093467,110,60,3,0
2065,18974610.84272382,112,78,7,0
2066,10289202.109459644,112,74,0,0
2067,19807824.208740953,118,79,3,0
2068,5342730.586762218,110,66,3,0
2069,10332502.909811674,107,68,2,0
2070,17541407.507747054,108,80,1,0
2071,9189329.515335608,113,79,2,0
2072,5762117.7875139825,112,81,2,0
2073,17459051.490144975,117,77,1,0
2074,8004119.378077394,112,78,3,0
2075,10864116.30553481,108,73,2,0
2076,19917321.053932212,119,79,1,0
2077,3873428.156584182,110,75,4,0
2078,6207123.570258843,106,70,3,0
2079,717349.0103782816,111,78,4,0
2080,8043683.477769387,109,71,4,0
2081,4151645.0349450936,106,74,1,0
2082,13896277.454289295,112,76,3,0
2083,3768603.6560334237,111,85,2,0
2084,13790227.45075744,110,80,2,0
2085,5436953.605497388,110,72,1,0
2086,7300021.688199677,116,72,0,0
2087,7170922.577497422,117,77,0,0
2088,14641907.841622513,115,74,5,0
2089,9560083.512108216,116,67,5,0
2090,7423513.518340747,115,77,3,0
2091,17401121.12916553,106,71,2,0
2092,11701344.525271287,105,65,1,0
2093,4428790.786185068,108,74,3,0
2094,18365093.64003065,117,80,0,0
2095,7044805.1517327605,111,74,2,0
2096,877977.6072768876,114,78,1,0
2097,10130543.5083836,109,77,1,0
2098,2603284.43436357,117,82,1,0
2099,4929081.152401813,111,85,2,0
2100,15258428.75818687,105,67,2,0
2101,2741655.525320927,118,76,2,0
2102,16473500.530492015,114,76,1,0
2103,19112738.444448154,115,80,5,0
2104,12403611.282244377,108,67,2,0
2105,14512090.327922808,109,69,3,0
2106,14577631.439355869,113,73,1,0
2107,20247946.873065285,108,69,4,0
2108,7022222.413485677,115,70,2,0
2109,3393625.700016305,106,65,4,0
2110,10629440.539746076,114,86,0,0
2111,10915423.838138398,110,74,2,0
2112,3699375.6473227837,103,59,4,0
2113,12537180.837165387,109,76,2,0
2114,373239.43755395047,105,74,2,0
2115,18925118.84967935,117,70,1,0
2116,5459268.6042830525,116,82,3,0
2117,889772.8879046591,113,69,3,0
2118,2284686.357694807,116,75,2,0
2119,4965279.542083652,108,67,1,0
2120,5648776.909584124,113,68,2,0
2121,752692.3458000747,115,80,3,0
2122,5759425.7841053745,111,72,0,0
2123,4004583.6080150376,111,74,0,0
2124,7775282.34596923,110,74,1,0
2125,7908232.34313008,109,74,1,0
2126,6970833.593067028,116,75,5,0
2127,6745747.057188124,116,79,2,0
2128,1908626.8958582333,117,77,2,0
2129,598251.9842592508,109,81,3,0
2130,4190856.361857461,106,70,2,0
2131,15452133.912205657,113,79,1,0
2132,20207368.394905966,114,79,3,0
2133,18942538.152594216,114,76,2,0
2134,10325884.98451879,109,61,0,0
2135,10886466.133595977,117,76,6,0
2136,6474796.671352277,114,74,1,0
2137,15803252.544078067,114,77,3,0
2138,15616772.915861055,110,70,2,0
2139,17231545.32884125,116,74,3,0
2140,18271948.751883447,112,92,2,0
2141,8906990.793260016,114,79,2,0
2142,15659802.286893725,111,79,2,0
2143,16462422.824895184,120,83,2,0
2144,6350474.629835311,118,84,3,0
2145,18957079.79437929,115,76,3,0
2146,2002249.4990050672,110,71,4,0
2147,20277620.78277628,112,79,2,0
2148,15725094.268083056,103,70,5,0
2149,1980508.236964308,115,82,2,0
2150,13412849.20185711,109,79,4,0
2151,780501.8053667359,113,83,4,0
2152,15727048.494532688,103,72,1,0
2153,16316699.403883431,104,69,3,0
2154,12319906.455679882,106,73,2,0
2155,17487178.094884947,115,75,0,0
2156,2074174.5012912848,112,79,2,0
2157,5689751.014628018,115,78,0,0
2158,8497351.437495315,107,68,1,0
2159,948619.1228518885,119,89,0,0
2160,9188593.019960213,113,81,3,0
2161,5472248.781351545,107,74,0,0
2162,8061905.531757559,105,78,3,0
2163,8719214.209446963,105,74,2,0
2164,17945141.718974512,103,77,1,0
2165,5576376.293087083,117,77,3,0
2166,18236177.960718565,110,74,2,0
2167,8736847.965033418,107,73,2,0
2168,6743388.06876519,116,79,2,0
2169,10291213.693078412,112,78,2,0
2170,8569763.562142001,110,72,1,0
2171,5313013.984598684,107,65,6,0
2172,10294610.65622861,112,74,1,0
2173,3169128.874671674,112,73,2,0
2174,7233252.510933186,113,80,2,1
2175,11576241.458961282,111,76,6,0
2176,8481729.263771491,109,75,3,0
2177,16818082.663275152,111,83,3,0
2178,5299802.844551542,100,62,4,0
2179,19780133.31426862,119,77,3,0
2180,16022220.910640903,108,71,3,0
2181,19735892.13474627,118,79,1,0
2182,17106941.900871884,116,82,4,0
2183,2972189.6846248186,103,70,1,0
2184,10777540.936579606,114,84,2,0
2185,3538255.817035538,112,77,0,0
2186,16702633.78621329,111,72,4,0
2187,11949331.260754699,105,71,0,0
2188,5436423.296234299,110,73,2,0
2189,18964324.083932832,119,80,2,0
2190,2425552.2962846803,125,80,2,0
2191,11537092.144734057,114,71,2,0
2192,14729003.167949993,117,78,3,0
2193,1281472.5567320916,113,80,2,0
2194,12227421.179938301,108,66,4,0
2195,16655395.523138331,119,83,1,0
2196,1457717.6902760607,114,82,5,0
2197,10488825.36004494,117,74,1,0
2198,5337075.750973353,108,73,5,0
2199,13548804.592031173,113,81,3,0
2200,2496452.499690351,110,66,3,0
2201,19115665.633484386,114,78,2,0
2202,18256190.146030087,110,73,2,0
2203,3863094.129067952,110,72,4,0
2204,6651154.273332799,121,75,2,0
2205,12019856.011264136,122,76,0,0
2206,14668522.707433704,116,76,3,0
2207,9075681.29346846,115,83,2,0
2208,3260301.6498546973,113,76,3,0
2209,2201466.875551195,108,70,1,0
2210,20389234.55592173,118,84,1,0
2211,9333508.741425762,110,69,4,0
2212,17805425.74900804,109,75,1,0
2213,9882298.951606205,112,66,5,0
2214,18817269.980536815,114,84,5,0
2215,1868582.441571541,110,79,1,0
2216,2401856.1299455273,113,74,3,0
2217,18964998.61542846,118,82,1,0
2218,19327709.761551473,107,68,0,0
2219,6477556.036147613,119,79,5,0
2220,7298946.459116751,117,73,2,0
2221,9274578.388930332,110,66,4,0
2222,8537644.934134515,110,71,1,0
2223,3945762.2276211055,110,76,1,0
2224,18330247.946887244,119,85,4,0
2225,5230469.43208993,112,69,4,0
2226,14408789.982708357,111,79,0,0
2227,1450170.6411707355,111,72,2,0
2228,873346.5401467342,114,78,0,0
2229,13362096.944903074,111,72,4,0
2230,6970998.429254742,115,74,7,0
2231,13397207.163600698,110,78,2,0
2232,1995744.9651637394,117,84,3,0
2233,19375601.882779386,115,77,2,0
2234,15286932.387878224,107,72,2,0
2235,17881284.46139472,115,77,2,0
2236,2857789.4233143097,118,81,5,0
2237,6588100.891888835,115,76,2,0
2238,7566585.949036753,112,69,3,0
2239,10995087.2731617,111,69,1,0
2240,6115086.456290366,113,74,3,0
2241,1317664.8600855633,111,68,4,0
2242,7577434.60466426,116,71,2,0
2243,5255685.661724995,109,77,3,0
2244,7923535.218518382,107,71,2,0
2245,4086175.607710445,103,69,2,0
2246,5404886.816110822,110,74,3,0
2247,12818297.348562341,106,74,1,0
2248,7968872.811077515,114,72,1,0
2249,7100307.795128778,112,77,3,0
2250,10928742.02707286,104,69,3,0
2251,15761035.119242106,113,70,5,0
2252,7780298.910331776,114,78,3,0
2253,12017510.847026989,121,81,1,0
2254,19707656.434926774,119,87,1,0
2255,10686563.365463726,104,75,2,0
2256,18562205.264887687,111,75,1,0
2257,16203986.184349816,115,81,1,0
2258,1278835.4994785802,116,82,3,0
2259,8800368.24224908,112,77,0,0
2260,14267570.899632141,104,74,3,0
2261,20124150.833233066,118,83,2,0
2262,9394922.370391533,113,70,0,0
2263,1970649.8882241738,112,67,0,0
2264,11499457.516399035,117,82,1,0
2265,2656606.864936536,112,72,2,0
2266,15347958.622329809,107,70,3,0
2267,10396101.3936548,111,68,3,0
2268,14777554.856458584,110,67,0,0
2269,17741052.235518306,108,72,2,0
2270,12858824.753334813,116,83,2,0
2271,12523572.92274191,112,74,2,0
2272,15409911.731669856,107,78,2,0
2273,17194639.18750019,116,75,3,0
2274,17734796.67019886,110,75,3,0
2275,826209.841849721,113,85,1,0
2276,11381290.071250787,106,70,2,0
2277,4478310.635644755,118,81,1,0
2278,17557960.211640146,109,78,1,0
2279,13253800.832035776,117,84,1,0
2280,8620110.015199142,103,61,2,0
2281,3906345.422997154,110,73,6,0
2282,6971156.185729468,116,75,1,0
2283,14378435.909645064,108,70,3,0
2284,4236451.900339875,117,73,3,0
2285,1986845.0207535385,116,83,2,0
2286,18120132.810581814,119,80,1,0
2287,15605678.09513318,107,70,3,0
2288,4143755.5338330935,102,76,4,0
2289,6022545.899358898,113,82,3,0
2290,19826812.329103176,116,68,5,0
2291,14467927.283309452,116,70,2,1
2292,12484636.652772667,110,58,6,0
2293,6333596.230599069,111,73,2,0
2294,6160913.777676067,118,77,1,0
2295,889029.8389137242,112,69,0,0
2296,14880118.360297661,107,75,0,0
2297,963185.2003651884,116,84,0,0
2298,185040.87264587177,112,73,5,0
2299,14900694.44624562,108,70,0,0
2300,19355748.71068158,113,65,3,0
2301,15449161.29202713,113,77,4,0
2302,9664280.335123632,117,78,1,0
2303,9956812.509982385,109,66,0,0
2304,8943284.016588971,115,77,2,0
2305,6679133.734209811,114,80,0,0
2306,10681163.576000368,115,71,4,0
2307,8842041.177238908,112,72,3,0
2308,12233754.040716037,107,72,3,0
2309,18325063.346784025,115,83,3,0
2310,20292653.24324501,114,81,6,0
2311,1685487.2336263277,111,72,3,0
2312,7898398.089417457,108,71,1,0
2313,3756109.1411540597,111,76,4,0
2314,7237121.736290168,110,81,3,0
2315,5924287.071473955,113,76,5,0
2316,3630830.2542241663,114,72,2,0
2317,15602950.8624582,109,66,3,0
2318,10164833.27387899,107,76,1,0
2319,18754071.585434534,117,76,1,0
2320,748274.3004830715,116,80,2,0
2321,1446562.6994791985,111,74,2,0
2322,8275918.612716256,103,69,4,0
2323,1716639.7118370242,112,80,4,0
2324,5421807.552153873,111,71,3,0
2325,20110297.610502843,110,75,4,0
2326,4329868.124954549,117,83,3,0
2327,4109695.845500173,100,68,3,0
2328,11735665.245635742,109,75,7,0
2329,10199550.090111108,110,77,2,0
2330,11873708.764276491,112,63,2,0
2331,7736989.335747883,112,74,1,0
2332,16875959.299802627,119,81,2,0
2333,2900638.406472958,108,68,2,0
2334,8786026.494690148,112,82,1,0
2335,14093807.713463143,113,73,0,0
2336,17718198.334689014,107,69,0,0
2337,7591512.353250492,118,78,1,0
2338,11615950.528156294,113,72,2,0
2339,1490466.3472294637,107,71,5,0
2340,3545171.9137397776,116,74,2,0
2341,1490430.1480968664,106,71,1,0
2342,14867914.002349183,111,74,2,0
2343,5936206.620821744,109,73,5,0
2344,14783929.855099764,110,77,5,0
2345,1434789.6914992023,110,81,3,0
2346,17602675.71157211,115,77,0,0
2347,17054013.051160805,108,70,0,0
2348,1892329.3423679199,114,79,1,0
2349,568837.6305299611,109,82,4,1
2350,1229490.698513084,112,77,0,0
2351,17421580.104194615,107,67,2,0
2352,4852664.574270278,113,68,3,0
2353,11220515.229736952,114,74,3,0
2354,8742396.78049932,103,62,3,0
2355,16241614.17643996,112,79,3,0
2356,10014751.14694579,113,67,3,0
2357,10253620.0878128,112,67,4,0
2358,20172483.47058822,111,61,0,0
2359,3135170.9866412133,115,82,0,0
2360,16956003.306476876,116,74,2,0
2361,1137313.1338254507,107,81,6,0
2362,9786300.152980061,115,72,3,0
2363,18085733.07050227,115,80,0,0
2364,13595299.127902253,107,73,4,0
2365,14001464.40423968,122,80,2,0
2366,5433742.041151806,109,75,3,0
2367,8586649.43305187,103,70,3,0
2368,7530781.605113318,117,73,0,0
2369,10675660.134604484,113,71,4,0
2370,9473139.914185556,110,77,3,0
2371,6724920.970577149,111,74,3,0
2372,6289978.083788773,111,81,1,0
2373,5180620.182575558,116,85,5,0
2374,7499633.47083692,107,78,1,0
2375,3131351.5572937303,114,83,3,0
2376,17796745.323367774,118,85,3,0
2377,12313999.761596508,110,71,1,0
2378,2803281.216389779,113,83,3,0
2379,14177017.815382715,119,82,1,0
2380,17300471.56551564,112,73,0,0
2381,4910179.413768453,106,72,0,0
2382,3144736.6295634205,110,76,2,0
2383,261395.81096938322,111,76,2,0
2384,1045940.981361957,114,73,4,0
2385,15565895.480808392,110,83,2,0
2386,20133785.1565699,116,80,0,0
2387,997811.6367192348,107,81,2,0
2388,15277925.808610827,107,78,2,0
2389,1545748.1190318805,116,71,2,0
2390,12111196.555013703,116,81,3,0
2391,15440474.405439682,110,74,1,0
2392,7380979.21795431,110,75,3,0
2393,308457.94242691493,112,78,2,0
2394,12173267.2872223,117,81,3,0
2395,20216199.410416428,116,77,2,0
2396,5317991.576035037,108,65,2,0
2397,3934513.0606071036,109,74,2,0
2398,2603037.4596812804,117,80,2,0
2399,11362309.026682379,110,70,2,0
2400,12198768.499768687,116,67,1,0
2401,16175519.252921663,110,75,0,0
2402,15379510.811375862,113,74,3,0
2403,18211775.65970071,114,81,2,0
2404,16449709.648856118,108,81,4,0
2405,5107801.016344126,116,85,3,0
2406,11374935.987255005,112,75,1,0
2407,6126123.100488785,115,78,1,0
2408,6783549.5737800915,115,76,5,0
2409,19011953.472575072,114,82,2,0
2410,13934069.281740103,113,82,1,0
2411,19877992.276138157,116,84,0,0
2412,8552893.030669576,110,61,2,0
2413,11000467.264643215,112,71,0,0
2414,9978545.101494726,106,67,2,0
2415,2265142.6493688365,117,74,1,0
2416,4893249.42404845,106,71,0,0
2417,10801428.156611582,111,79,6,0
2418,1454610.4389190376,114,77,0,0
2419,19002156.2756332,120,91,6,0
2420,2601367.955433197,118,80,1,0
2421,4106913.8059359826,105,70,3,0
2422,15628237.287256256,111,80,3,0
2423,2054907.900840667,111,74,0,0
2424,18368887.535749886,117,79,2,0
2425,14823645.033044964,103,75,1,0
2426,1479924.917823863,109,78,1,0
2427,14136153.381764524,119,85,3,0
2428,12913259.782998253,110,78,2,0
2429,15466349.340309171,111,78,2,1
2430,16905110.709212437,116,84,1,0
2431,14674375.896695163,116,76,3,0
2432,11990233.733844789,103,72,1,0
2433,6634856.088431308,117,81,2,0
2434,14246354.614977468,117,74,0,0
2435,19520196.152048018,116,71,1,0
2436,12017557.310268167,121,81,3,0
2437,13577649.850215454,115,75,2,0
2438,8963421.429776674,113,79,3,0
2439,15441398.955938457,108,76,0,0
2440,20346630.336656082,114,82,4,0
2441,3343522.2374379574,116,76,2,1
2442,4196765.454050603,105,70,2,0
2443,11041086.227852955,110,71,4,0
2444,9861979.017430851,120,82,2,0
