shift_id,offset_s,covered_any,covered_both,overlap_any,overlap_both
5359,16719925.47313088,116,76,1,0
5360,13176787.399219712,106,69,4,0
5361,1655487.6359790966,110,72,2,0
5362,2973856.6779039665,105,72,3,0
5363,18367015.083431177,119,83,2,0
5364,18048434.59244696,108,75,4,0
5365,19415832.63516872,118,69,2,0
5366,8775026.304116666,116,74,1,0
5367,16008795.288004424,102,71,2,0
5368,16905662.564688317,116,83,3,0
5369,6497446.48499969,118,77,1,0
5370,3037860.1045163134,120,82,4,0
5371,20333612.541623667,108,75,2,0
5372,700079.5021009132,109,75,2,0
5373,12216858.902824499,116,69,2,0
5374,13290650.779172473,116,81,3,0
5375,13931905.24098283,113,78,1,0
5376,5277585.973426687,112,78,4,0
5377,14739942.661523342,113,82,2,0
5378,4480955.771290628,117,79,3,0
5379,16922177.282502867,114,85,2,0
5380,4536133.770641124,108,71,2,0
5381,14234827.356065352,111,72,0,0
5382,15995647.704922048,109,63,1,0
5383,3923434.7220859444,103,66,3,0
5384,4919334.396247844,108,75,0,0
5385,15908127.084722029,107,67,3,0
5386,1832832.7163739684,120,76,3,0
5387,3960297.1183120287,114,81,2,0
5388,9337139.430542322,108,71,2,0
5389,18976162.536177304,114,76,3,0
5390,11496790.3198733,112,80,0,0
5391,7959206.67027336,115,70,2,0
5392,19954751.124805167,113,86,3,0
5393,9503263.72221944,119,77,2,0
5394,8894516.35165591,109,78,1,0
5395,8445908.129629135,111,75,1,0
5396,6426028.042469775,111,72,2,0
5397,6700479.9182269685,112,76,2,0
5398,14054719.878224274,115,75,2,0
5399,915672.9765799853,113,78,2,0
5400,13932461.337735185,113,78,5,0
5401,4172380.466140975,106,75,1,0
5402,7888742.44587556,109,83,2,0
5403,3062254.839166198,117,74,0,0
5404,11311447.102606088,110,75,1,0
5405,14897757.09591007,112,80,0,0
5406,7288603.576322231,114,63,3,0
5407,3404998.4900566437,112,65,3,0
5408,4686184.75562554,109,72,3,0
5409,16700309.904249918,112,73,2,0
5410,5521703.452101459,109,71,2,0
5411,15818750.377834795,115,74,2,0
5412,6812265.073657812,112,67,2,0
5413,3919105.2205751464,107,71,3,0
5414,14856291.305490019,110,80,4,0
5415,9601425.040570708,120,79,3,0
5416,721565.9079882585,110,83,1,0
5417,19580526.67507831,116,78,4,0
5418,3086917.8611463285,119,77,1,0
5419,7263247.515018798,120,76,1,0
5420,7900655.529638826,110,72,2,0
5421,10025546.622180155,112,68,4,0
5422,16036883.027953403,109,70,1,0
5423,210078.96353060426,114,75,1,0
5424,19022669.42971247,115,80,2,0
5425,13204895.56201867,110,77,3,0
5426,19391797.178204924,120,80,4,0
5427,16685619.770039028,111,76,0,0
5428,18928567.397546735,117,70,1,0
5429,12291278.788181376,110,72,3,0
5430,7342487.900676516,109,77,3,0
5431,9080921.628085818,119,86,2,0
5432,13449456.946356412,110,79,6,0
5433,8756361.43539085,107,75,1,0
5434,14944918.217550475,110,78,1,0
5435,1951612.7713468084,118,80,0,0
5436,16941436.872925527,114,78,0,0
5437,4232981.218393965,116,74,1,0
5438,19255710.475184254,117,88,1,0
5439,3245161.886806062,110,67,4,0
5440,2709414.828769054,109,69,6,0
5441,16573655.30336454,116,73,4,0
5442,16712269.236261735,113,76,3,0
5443,15088830.795180418,105,74,2,0
5444,19592468.44879118,115,80,0,0
5445,5580410.5634919545,112,75,0,0
5446,16873651.931919165,117,77,5,0
5447,7235498.267909773,111,84,2,0
5448,10999676.328611944,113,74,2,0
5449,9135467.163162703,115,61,4,0
5450,205199.92044654628,112,68,0,0
5451,11752348.4415158,113,69,5,0
5452,15266450.566355253,109,71,1,0
5453,3631139.9846931784,114,73,0,0
5454,19006094.580979045,119,92,2,0
5455,10857541.686695209,112,73,1,0
5456,3706148.5335911466,111,71,4,0
5457,13204044.89115174,111,79,4,0
5458,3983889.5954461996,112,75,0,0
5459,1376609.8238423737,117,76,4,0
5460,14003507.816953003,120,83,2,0
5461,2334347.4122146596,119,84,4,0
5462,2243421.454649298,114,63,2,0
5463,15112877.903670993,102,73,2,0
5464,1207424.871096226,112,73,6,0
5465,16530868.580434244,114,70,2,0
5466,16254270.531116625,117,80,0,0
5467,2957761.180032041,99,63,1,0
5468,10613466.832641773,108,77,0,0
5469,2048631.8204008937,113,76,3,0
5470,12932403.302925913,116,82,2,0
5471,1364357.5314006715,113,77,3,0
5472,19266539.437859822,119,78,3,0
5473,4304912.681591316,110,64,1,0
5474,13954351.515142705,109,71,2,0
5475,2691690.9296806003,113,69,1,0
5476,4342800.834040846,109,74,1,0
5477,9244105.089663938,111,67,2,0
5478,11724607.199906975,113,75,5,0
5479,20370915.14057814,113,77,1,0
5480,612899.4695796572,119,82,4,0
5481,92785.10836426036,117,78,2,0
5482,7201514.812633278,119,88,2,0
5483,7522157.054784422,105,78,0,0
5484,18035013.05579657,110,79,2,0
5485,18618761.34561773,114,76,1,0
5486,17967749.009914503,114,71,1,0
5487,2994016.793370464,107,65,0,0
5488,8455260.150923166,107,65,1,0
5489,15233537.521822413,100,63,0,0
5490,6434780.520135261,117,77,3,0
5491,13555172.58778087,119,81,3,0
5492,4902202.40853942,104,69,1,0
5493,6654268.922964905,122,79,0,0
5494,17559661.14710927,110,77,4,0
5495,5173637.301280877,114,79,3,0
5496,19669507.82682304,110,78,3,0
5497,6305796.6596811125,115,80,2,0
5498,564199.4430471872,112,74,3,0
5499,5262825.59406108,112,82,0,0
5500,3563161.485102593,107,71,1,0
5501,10378839.299159514,115,82,0,0
5502,2375392.78855965,114,70,3,0
5503,12799950.179548882,109,79,2,0
5504,17853500.36523307,110,85,3,0
5505,7448288.444117543,117,76,1,0
5506,3508082.746566431,108,67,1,0
5507,8209947.604391545,117,75,3,0
5508,16047499.823290754,110,76,3,0
5509,12098095.090138795,113,82,0,0
5510,2140375.918971633,119,72,3,0
5511,10995381.855211662,111,70,2,0
5512,9592090.692447605,120,74,2,0
5513,6729264.850375338,114,78,0,0
5514,2323497.320412468,110,73,2,0
5515,20010428.743802294,112,81,0,0
5516,3661417.323064278,109,69,1,0
5517,4000545.5290221428,105,72,3,0
5518,3042835.0781353647,114,82,2,0
5519,11665652.152682556,111,70,0,0
5520,9096264.250764886,115,77,4,0
5521,5154307.429722488,116,71,0,0
5522,8806958.293047985,110,85,1,0
5523,13764012.342620943,106,64,2,0
5524,5807061.713461582,111,73,2,0
5525,18672845.12131455,122,83,4,0
5526,6307556.846109979,117,76,3,0
5527,4110940.486338175,101,65,3,0
5528,19471382.007154368,114,74,1,0
5529,16546940.64603594,112,74,2,0
5530,7054701.630271161,115,75,3,0
5531,17173861.460289374,117,75,5,0
5532,10622272.246115709,115,82,2,0
5533,7128111.033686359,113,77,3,0
5534,17136896.31572655,115,71,2,0
5535,15361067.31185631,110,76,3,0
5536,6135523.154459136,115,88,4,0
5537,12406584.616452828,108,70,2,0
5538,7587828.903150634,112,73,3,0
5539,107763.03796733812,117,78,0,0
5540,19618569.350060314,120,84,3,0
5541,11248047.425256738,107,79,1,0
5542,12239129.901588058,107,77,5,0
5543,12268755.116084235,113,78,3,0
5544,11268606.529736103,107,67,2,0
5545,5976575.612524226,115,81,1,0
5546,19816779.314182844,114,75,3,0
5547,12710993.453995401,118,70,0,0
5548,13711202.621585628,106,76,1,1
5549,9322149.398491722,114,74,2,0
5550,5932174.176606616,108,81,4,0
5551,1393173.3904155951,118,76,1,0
5552,7198734.739822007,118,86,3,0
5553,3662516.1546107996,111,72,4,0
5554,13531823.716456093,112,73,3,0
5555,17936859.291019704,108,66,1,0
5556,6234624.559309408,106,70,3,0
5557,6846447.203858292,107,73,4,0
5558,13699894.197958037,110,76,0,0
5559,3117744.577997331,113,72,5,0
5560,18961043.486000042,118,78,4,0
5561,7475254.8903531,114,73,1,0
5562,2141517.868102569,121,74,3,0
5563,3633812.8983264198,113,73,4,0
5564,19028234.213129055,117,87,3,0
5565,5104799.66048271,116,81,3,0
5566,13535489.960684232,116,81,3,0
5567,3257740.8935256726,111,75,4,0
5568,4028139.5275420384,107,65,4,0
5569,17941618.054133184,108,72,3,0
5570,3092599.420554784,118,75,1,0
5571,467179.4152056627,110,69,0,0
5572,10265243.119623808,106,79,2,0
5573,17606311.033018373,114,77,3,0
5574,6706495.753882341,114,73,2,0
5575,2689068.1273648306,113,72,3,0
5576,20033150.794487145,109,63,4,0
5577,13829337.39221921,118,78,1,0
5578,17361885.07735038,110,70,3,0
5579,15360523.17914685,110,77,1,0
5580,14266024.803262878,108,73,4,0
5581,7895973.249667876,106,74,2,0
5582,6672966.845982227,118,83,2,0
5583,14646108.381986622,117,77,3,0
5584,14641121.084859919,116,73,1,0
5585,19390568.667915367,119,77,3,0
5586,11634516.11693659,111,76,5,0
5587,6069447.567893759,118,78,0,0
5588,10027555.045283604,114,67,1,0
5589,12549454.704543276,110,77,1,0
5590,8752258.077888109,106,69,2,0
5591,16152415.015936362,113,76,3,0
5592,11958491.268394345,107,70,2,0
5593,278016.98237127624,106,65,1,0
5594,11658480.514260335,114,78,1,0
5595,12953372.243392935,119,87,3,0
5596,18673159.39185637,121,82,1,0
5597,8488094.260102876,103,75,2,0
5598,11752459.437419036,113,68,2,0
5599,9732458.230127221,115,71,6,0
5600,10883066.086774737,113,81,5,0
5601,1453184.1455177125,113,78,0,0
5602,18308077.806795213,115,92,2,0
5603,18574689.63236472,108,72,5,0
5604,11216175.332840247,108,72,2,0
5605,11388706.791054673,115,72,2,0
5606,1255224.955535451,109,79,2,0
5607,12229339.840230772,109,68,1,0
5608,8801442.88815008,113,78,4,0
5609,14485374.42534886,120,73,6,0
5610,1043393.9562562457,117,69,5,0
5611,14522822.705797387,115,80,1,0
5612,5912525.016857097,111,77,4,0
5613,13320971.168709535,119,74,3,0
5614,12821823.45624847,108,71,0,0
5615,4693006.1333175255,105,72,1,0
5616,9030930.045713859,111,67,5,0
5617,17056105.97155129,109,70,4,0
5618,12384512.86146523,107,71,2,0
5619,1482309.9412567886,108,76,2,0
5620,9080815.38293088,119,87,0,0
5621,6417730.076278428,112,72,2,0
5622,13116683.789065873,111,73,3,0
5623,12566718.694247639,103,66,0,0
5624,297560.48622732994,108,73,5,0
5625,12427237.327066379,114,73,1,0
5626,15009432.833264502,109,77,4,0
5627,15697462.005998233,104,60,3,0
5628,1284056.3547711752,115,84,4,0
5629,6252973.671300375,106,70,2,0
5630,8641454.958256125,100,74,2,0
5631,3737131.933215951,114,77,1,0
5632,8630495.162070554,104,68,5,1
5633,1530870.161731799,112,78,0,0
5634,2385571.2963940008,115,75,3,0
5635,13665985.765919024,108,83,4,0
5636,5418616.512255963,112,76,0,0
5637,14533345.388276165,108,72,4,0
5638,1063368.7435512869,114,68,0,0
5639,11513548.519986238,117,75,0,0
5640,8035782.880656118,103,74,1,0
5641,16270976.238462502,116,80,0,0
5642,16006575.110182468,102,66,5,0
5643,7713114.995170093,103,69,3,0
5644,12732227.112487668,110,68,2,0
5645,4707371.408438637,116,82,2,0
5646,11873069.866417501,112,61,1,0
5647,1736690.8988087068,111,74,2,0
5648,8912169.960167086,113,76,3,0
5649,3797160.665603305,103,71,6,0
5650,18025751.69344181,113,81,3,0
5651,9121267.850943234,116,63,1,0
5652,12083596.977831602,116,81,1,0
5653,7404890.666837719,111,78,3,0
5654,5950037.447235821,109,73,4,0
5655,4207213.7865004,107,71,3,0
5656,18604323.35216877,111,81,2,0
5657,16321631.323213583,106,74,4,0
5658,2792614.0166476024,113,76,2,0
5659,15250590.097783323,109,65,0,0
5660,8585755.607749538,104,73,2,0
5661,399069.1102772684,105,72,1,0
5662,10816272.195272166,118,79,2,0
5663,2727331.086667427,113,74,3,0
5664,4349662.056579483,114,70,2,0
5665,14221321.428215912,107,68,5,1
5666,5308337.633448554,107,70,2,0
5667,18198508.847722873,114,76,3,0
5668,13431940.586174672,109,77,4,0
5669,16988080.098174747,116,85,2,0
5670,12579423.068594046,105,79,1,0
5671,17730649.95463869,111,78,1,0
5672,7431347.706479817,111,75,1,0
5673,11238127.179161599,116,82,2,0
5674,10562895.896063348,113,71,4,0
5675,18440220.183364194,113,76,2,0
5676,3435436.1518602804,108,66,0,0
5677,11825426.754490076,117,76,2,0
5678,15407086.919883827,106,82,1,0
5679,7601222.517013361,106,71,2,0
5680,17704898.5692914,110,79,4,0
5681,7661434.683907792,108,64,2,0
5682,3605884.972462306,108,69,2,0
5683,11947020.382223222,108,71,2,0
5684,8627126.920633728,104,71,1,0
5685,394874.5698402755,103,70,3,0
5686,1504654.2009210659,100,62,3,0
5687,4052010.8647633474,108,69,2,0
5688,15709645.08591083,99,65,0,0
5689,18201581.675806947,116,81,3,0
5690,11167056.613131223,107,70,2,0
5691,2230181.1865518135,113,66,3,0
5692,10939166.314546512,110,84,1,0
5693,17461693.45161852,118,71,5,0
5694,15306491.901169902,108,69,1,1
5695,5997905.069100812,104,75,4,0
5696,2602320.937184255,119,80,1,0
5697,18377083.686091725,120,75,4,0
5698,17430892.631108288,109,73,0,0
5699,1177230.1492231872,109,74,1,0
5700,16813252.06956132,106,81,3,0
5701,2060555.3630814373,113,79,3,0
5702,1371538.713675207,110,73,2,0
5703,15491763.578887379,107,73,2,0
5704,10977581.585803278,112,81,3,0
5705,8504875.454016559,109,76,0,0
5706,18441671.93100266,113,75,8,0
5707,17130641.220123116,117,77,3,0
5708,1256594.4107890066,111,79,3,0
5709,12597653.274444552,108,82,1,0
5710,15769297.517375778,108,75,3,0
5711,11265542.497837817,103,63,1,0
5712,20048882.4730396,112,77,0,0
5713,14018378.305380551,113,81,3,0
5714,2201294.644646111,108,72,3,0
5715,4113356.708490255,99,68,4,0
5716,16865465.577070195,118,91,3,0
5717,20328135.815545186,114,87,2,0
5718,2083434.495937741,110,67,3,0
5719,2123847.6550701046,118,74,3,0
5720,15588958.940720143,106,68,3,0
5721,1393281.011386799,118,76,2,0
5722,1478691.4129984963,110,78,0,0
5723,18136129.610367022,114,79,2,0
5724,16341614.608638173,114,75,1,0
5725,17988832.83756593,112,77,3,0
5726,13296765.965151109,115,81,4,0
5727,6636340.642165562,116,81,0,0
5728,18491445.74400219,115,77,2,0
5729,6152757.85577077,119,76,1,0
5730,5681363.923313298,118,75,1,0
5731,18087065.152799122,116,73,1,0
5732,13912272.879315069,113,82,2,0
5733,18275350.42744142,112,86,3,0
5734,3252381.02165397,107,72,2,0
5735,19425262.450305335,114,79,3,0
5736,12529722.621407561,111,73,4,0
5737,13652588.461431691,114,73,3,0
5738,18648776.641037446,109,74,1,0
5739,7818579.108908641,109,75,2,0
5740,14699241.162285691,109,79,6,0
5741,13090181.197547572,114,80,4,0
5742,16083767.113642374,109,64,3,0
5743,18301155.43943407,116,89,1,0
5744,13896803.82773219,111,77,2,0
5745,1459997.0170264298,115,81,0,0
5746,3805540.887378997,108,71,1,0
5747,19459407.334207036,105,67,2,0
5748,19757366.35315536,118,77,0,0
5749,19732242.609260865,113,73,2,0
5750,833707.5035654358,113,77,1,0
5751,7853004.415449606,110,65,0,0
5752,15513529.403506627,111,76,2,0
5753,15375703.746361766,109,74,3,0
5754,1831003.6781617773,123,77,3,0
5755,12463656.523459116,110,69,2,0
5756,2987739.0654803165,108,61,1,0
5757,10102297.848146,108,70,2,0
5758,4953841.338401159,109,75,2,0
5759,1165975.8111201557,105,76,2,0
5760,1711402.4858241763,114,76,1,0
5761,18584449.665935084,109,75,6,0
5762,15208372.382619074,113,77,3,0
5763,19009508.692252368,115,88,6,0
5764,9630767.549856855,116,69,3,0
5765,8479378.751733968,113,76,1,0
5766,7364791.933215556,111,87,1,0
5767,12602117.983787423,112,82,2,0
5768,7225727.406859054,113,75,1,0
5769,15241418.326412989,104,68,2,0
5770,16359231.733861241,111,72,0,0
5771,17872701.665526498,117,84,2,0
5772,5017104.171048992,107,66,3,0
5773,10788952.968209842,116,78,1,0
5774,4624023.898702875,106,71,1,0
5775,849068.6396909197,115,78,2,0
5776,14460633.146959396,113,70,7,0
5777,11234892.118564937,114,78,2,0
5778,14787625.622252202,104,74,0,0
5779,1865811.035679393,108,79,1,0
5780,20303147.433918294,117,83,0,0
5781,20279232.95813355,114,80,5,0
5782,9529430.456395134,113,72,2,0
5783,17673973.96446727,110,70,2,0
5784,5032692.803876925,107,65,1,0
5785,15064598.575658226,112,77,2,0
5786,17941367.00982717,109,73,3,0
5787,16630316.665062018,116,76,4,0
5788,16571583.271290129,119,72,0,0
5789,9489359.633807836,109,64,7,0
5790,16738427.863512205,105,75,1,0
5791,14112957.060911361,111,69,2,0
5792,2776170.0129532446,112,91,3,0
5793,2405211.203980649,119,81,2,0
5794,15762285.967706293,110,69,0,0
5795,12788074.529165028,114,73,4,0
5796,10633682.437475616,114,86,1,0
5797,18510709.543841664,104,69,2,0
5798,13481097.13119796,107,70,2,0
5799,8131189.640555165,110,74,3,0
5800,8492361.58771867,103,72,0,0
5801,12377460.381739188,109,72,2,0
5802,15525766.37129649,108,71,4,0
5803,11547061.216200033,110,83,3,0
5804,10418112.491754213,107,72,2,0
5805,14848008.709220063,111,83,3,0
5806,14408630.37369213,111,78,0,0
5807,16948751.50044395,118,76,2,0
5808,1356676.655004784,119,82,1,0
5809,15417665.917467995,109,71,3,0
5810,10519641.73374654,118,68,2,0
5811,1603238.004385235,104,64,0,0
5812,13875464.048055338,119,77,3,0
5813,14637611.643713854,115,78,2,0
5814,10720011.108245634,108,74,3,0
5815,16206552.118520323,114,73,1,0
5816,6183718.490800403,112,75,0,0
5817,4186651.031048992,110,68,2,0
5818,7208964.798421802,114,80,2,0
5819,8413541.803809393,104,67,1,0
5820,14219141.224142283,109,71,3,0
5821,17256880.690455895,112,78,6,0
5822,14726518.23684173,117,74,2,0
5823,3619669.7545618396,111,72,2,0
5824,7523390.071289707,108,78,2,0
5825,3303402.327212096,105,68,3,0
5826,14032120.354945082,116,79,2,0
5827,5126175.2340774,109,68,3,0
5828,10755747.677582163,110,75,2,0
5829,16166563.72366037,111,74,1,1
5830,13711566.41939819,106,75,1,0
5831,6145659.652831249,112,75,3,0
5832,6846124.824816404,108,73,2,0
5833,13354660.58661973,108,74,2,0
5834,11244771.26649585,109,82,5,0
5835,2043920.3861466735,112,78,1,0
5836,17835071.598331466,111,84,3,0
5837,10496344.796173869,111,80,3,0
5838,9699226.111608848,114,78,0,0
5839,4116226.6725933305,98,67,2,0
5840,7742239.678126084,109,74,1,0
5841,6845274.173950107,108,74,1,0
5842,5584391.952626868,109,74,2,0
5843,11609065.75529681,112,68,2,0
5844,9474103.106427856,109,77,3,1
5845,18143870.914296135,117,83,2,0
5846,19202836.948282924,122,75,1,0
5847,4543378.611392378,113,66,1,0
5848,2119301.005233004,114,71,4,0
5849,16034720.86059262,108,64,5,0
5850,20289647.440531414,118,86,3,0
5851,17624044.77857022,111,74,3,0
5852,567637.3632664173,109,83,2,0
5853,5188959.682326629,112,82,4,0
5854,966577.6252431712,117,88,4,0
5855,16754459.277201194,118,80,0,0
5856,11893380.311753843,113,70,3,1
5857,10518790.646604063,118,69,2,0
5858,11345946.423632683,106,67,1,0
5859,5213079.181106894,107,63,1,0
5860,12304231.345124371,102,63,3,0
5861,709172.7318561354,110,81,3,1
5862,13205347.685710223,109,77,2,0
5863,15000988.449739624,109,69,1,0
5864,13753948.1529543,111,75,2,0
5865,6830909.714877244,115,69,1,0
5866,16865816.775244087,119,90,2,0
5867,14617381.275862979,112,71,2,0
5868,2691810.7150170654,114,69,0,0
5869,4049310.7730038865,106,72,1,0
5870,13024542.8114584,112,79,3,0
5871,5963747.073802357,110,74,4,0
5872,2511796.4017136013,113,69,1,0
5873,3233448.325290751,111,74,0,0
5874,3449687.4555422403,115,81,3,0
5875,9789186.61930498,112,70,1,0
5876,12420940.83406486,115,72,1,0
5877,3668706.836833517,112,72,0,0
5878,14555496.164612148,109,68,0,0
5879,5793091.628098039,115,89,3,0
5880,6413398.0512492,106,74,1,0
5881,4625120.597324546,105,73,3,0
5882,16032052.126279946,111,69,5,0
5883,19577915.393748924,117,84,2,0
5884,10087889.927015236,104,73,1,0
5885,939941.4539443247,114,80,1,0
5886,5377937.450241994,108,70,1,0
5887,3296022.091925078,101,69,2,0
5888,17200879.375860836,112,76,2,0
5889,1809580.835198557,119,80,2,0
5890,19713212.905403424,118,83,3,0
5891,12037702.370182255,114,67,3,0
5892,10600452.499987278,113,76,0,0
5893,17294057.49983988,115,72,1,0
5894,645826.0741383751,114,77,2,0
5895,15868507.17385779,111,81,0,0
5896,2454348.315787207,120,87,2,0
5897,17160585.32204272,114,76,1,0
5898,10832698.989794804,103,73,1,0
5899,1327791.4513678001,118,80,2,0
5900,17007606.949961774,115,81,3,0
5901,641084.1638361498,112,84,2,0
5902,2896376.6830061423,112,68,3,0
5903,16288301.30006165,115,78,2,0
5904,9526816.834856506,114,71,7,0
5905,17985289.252556223,112,76,3,0
5906,12990443.500132207,107,66,0,0
5907,12748772.532252498,107,63,1,0
5908,6020993.641286505,114,85,2,0
5909,2801130.600079184,113,83,2,0
5910,19605504.44537347,121,78,2,0
5911,2214589.5520484117,113,66,1,0
5912,10829335.662053982,108,71,2,0
5913,5621613.915236384,111,64,0,0
5914,5450462.93974675,118,84,5,0
5915,12161019.107113807,118,83,2,0
5916,16290526.878021598,114,78,3,0
5917,15869050.065544475,111,80,6,0
5918,17729677.18346701,113,79,1,0
5919,6034551.640429186,109,76,1,0
5920,9544692.759317033,118,71,4,0
5921,275962.7791229788,106,66,3,0
5922,15253285.867604056,110,71,1,0
5923,6226262.984140627,111,75,3,0
5924,11488986.07623764,112,79,3,0
5925,3524482.4071381968,112,68,1,0
5926,16726437.43108109,109,77,2,0
5927,16683237.320215553,112,77,2,0
5928,17905362.81163712,110,83,1,0
5929,1019270.1624444845,113,76,3,0
5930,20240854.49462707,116,70,2,0
5931,5118205.236675541,113,69,1,0
5932,6370255.522775154,116,82,2,1
5933,5149810.254107904,113,69,3,0
5934,5519347.025348193,112,67,2,0
5935,11309625.755210415,110,76,2,0
5936,4956376.609503434,109,73,2,0
5937,8082950.28339486,103,72,3,0
5938,13400196.23362384,112,79,2,0
5939,17064085.731775045,117,78,3,0
5940,14154317.290819682,119,77,2,0
5941,12155670.602803046,117,79,3,0
5942,3086412.5566590065,118,75,4,0
5943,16659749.18985975,117,82,3,0
5944,843363.5154074325,113,80,1,0
5945,5451498.620317221,117,82,3,0
5946,1245129.661487495,110,82,1,0
5947,13640280.664579032,112,74,2,0
5948,7567132.596876055,112,69,2,0
5949,13327939.777531153,113,74,3,0
5950,7133765.90915359,111,73,2,0
5951,9341400.464783808,109,66,4,0
5952,9386489.010050735,113,72,0,0
5953,1012033.6824190287,112,64,2,0
5954,8823268.206424102,117,72,2,0
5955,13104878.66039829,103,70,3,0
5956,11175410.592401478,106,64,2,0
5957,1615232.6120729463,114,77,2,0
5958,13653013.734932221,115,74,0,0
5959,6358661.281717153,112,79,1,0
5960,379536.2009152691,103,70,3,0
5961,3246172.335044018,109,66,3,0
5962,10190642.496921763,109,76,2,0
5963,6389912.730919022,115,79,0,0
5964,14187652.49010161,114,77,2,0
5965,4973494.520399318,111,68,1,0
5966,15780035.470926335,114,76,1,0
5967,5904064.008876387,105,65,4,0
5968,12694651.82814128,113,81,1,0
5969,16316566.563588865,105,69,2,0
5970,7916119.638045795,109,73,2,0
5971,1036896.0364118479,122,77,2,0
5972,10960013.463455329,115,77,2,0
5973,20300769.058221094,118,83,2,0
5974,19764299.22563581,115,70,3,0
5975,4574830.30574059,116,83,2,0
5976,15432782.434783947,105,73,1,0
5977,7091543.819869171,115,83,4,0
5978,3341149.4185661487,114,71,3,0
5979,13609529.373955192,112,73,4,0
5980,10257841.811737813,107,72,1,0
5981,11036878.472648432,113,73,1,0
5982,16888759.22761381,115,78,3,0
5983,6920794.3524514325,114,84,2,0
5984,13633493.539152581,118,76,2,0
5985,7522869.834490209,107,77,1,0
5986,954019.8021967238,121,85,1,0
5987,7762979.593743639,109,66,1,0
5988,19379319.864964284,119,81,1,0
5989,9900301.181258738,110,71,1,0
5990,2284300.4191083843,116,74,6,0
5991,14054512.120240644,114,75,3,0
5992,19650322.48234384,114,80,1,0
5993,18524588.888722155,114,80,2,0
5994,11701551.909872556,105,64,2,0
5995,7727758.843932232,108,72,1,0
5996,11878569.82101825,116,65,3,0
5997,16656001.638717478,118,83,2,0
5998,17576063.44677396,111,75,2,0
5999,16715154.077857118,113,74,2,0
6000,9336032.102843434,108,70,3,0
6001,2500120.5089964024,111,67,2,0
6002,11644946.280840375,109,72,1,0
6003,3263094.0681703677,110,75,1,0
6004,1324317.4614641003,114,75,3,0
6005,10213146.894139936,115,76,2,0
6006,13395461.874166902,114,77,4,0
6007,17432081.83957847,110,74,2,0
6008,15983911.295482416,109,69,3,0
6009,17494897.43685488,115,80,1,0
6010,15521572.570322316,105,69,2,0
6011,14367504.376611115,113,78,1,0
6012,292269.69908167183,104,70,5,0
6013,12801035.307296723,109,77,4,0
6014,2533096.285735546,111,71,2,0
6015,1277788.6565563108,117,84,1,0
6016,3262755.4201008077,111,76,1,0
6017,16805487.897694487,114,74,3,0
6018,15192195.935317995,113,67,2,0
6019,19353690.49594537,113,63,1,0
6020,19967058.270169076,118,89,2,0
6021,18226853.88168828,112,76,2,0
6022,2785809.0728205084,114,78,5,0
6023,17924245.34960813,113,79,1,0
6024,17117107.478433892,115,79,4,0
6025,17776063.20768679,113,81,4,0
6026,3166770.8381548612,113,73,3,0
6027,2458161.721689423,122,88,1,0
6028,18846741.203041695,107,73,4,0
6029,3616402.059963864,113,72,3,0
6030,7572222.665320728,111,66,2,0
6031,9346357.929585578,108,66,0,0
6032,2613529.078151663,107,80,4,0
6033,505432.8676497598,109,81,0,0
6034,20273991.623842686,106,71,2,0
6035,17889204.665210456,116,81,0,0
6036,18613793.734081,110,74,2,0
6037,5865192.985550473,116,76,2,0
6038,4556134.698685278,112,71,2,0
6039,8734727.716803294,108,76,1,0
6040,9292228.417457772,118,72,2,0
6041,200111.16467945313,113,71,1,0
6042,15911160.508620063,109,69,4,0
6043,20326315.54377283,113,87,2,0
6044,10822842.71368519,112,63,2,0
6045,7971002.2748348545,111,71,2,0
6046,8062248.346778908,106,80,1,0
6047,2037495.9692981518,114,71,3,0
6048,5491507.742609005,112,68,2,0
6049,10283511.818476636,107,76,4,0
6050,8856196.46784298,107,76,1,0
6051,11154747.602652784,105,67,2,0
6052,17328885.566269,114,72,3,0
6053,4660530.58630264,111,72,2,0
6054,648193.1201730206,115,83,2,0
6055,862667.0526237859,109,82,1,0
6056,2811046.430649557,112,77,1,0
6057,11671540.262213884,111,68,1,0
6058,16498693.848326162,116,77,3,0
6059,18095300.292535353,118,86,0,0
6060,12984024.860426925,118,74,2,0
6061,8273271.913471764,104,67,5,0
6062,3224222.8873517797,107,66,2,0
6063,8238243.070082395,107,75,4,0
6064,6836953.573345705,112,68,2,0
6065,17754537.57809441,103,67,0,0
6066,9970502.428703647,104,70,2,0
6067,4679895.85791659,110,72,6,0
6068,5951256.544468132,111,76,2,0
6069,2857781.513467111,118,81,3,0
6070,18740665.86551629,118,71,3,0
6071,1108803.3070317085,108,77,2,0
6072,347276.47717367753,114,82,3,1
6073,3802466.0664902395,107,73,3,0
6074,16553305.206121823,117,71,3,0
6075,10716754.116189346,110,73,4,0
6076,12795775.142736888,110,75,1,0
6077,7351071.771672576,116,74,3,0
6078,1481085.0593383254,108,78,2,0
6079,17472917.500625953,113,72,0,0
6080,3983312.120613924,115,77,3,0
6081,757753.020989971,111,74,3,0
6082,11716646.510876924,113,80,4,0
6083,1777804.1718823246,113,77,1,0
6084,2031093.3828287693,118,76,0,0
6085,16340136.604534527,115,79,2,0
6086,10069810.896034125,106,69,1,1
6087,4990857.044854081,100,67,0,0
6088,7166165.955015764,118,72,1,0
