candidate_key,gps_start,detector,robustness_class_idxq4_64_queryq4_64,native_score_idxq4_64_queryq4_64,autoencoder_percentile_mean,autoencoder_percentile_seed_42,autoencoder_mse_seed_42,autoencoder_percentile_seed_314159,autoencoder_mse_seed_314159,autoencoder_percentile_seed_271828,autoencoder_mse_seed_271828
L1:1383317180,1383317180.0,L1,ROBUST,0.2221380025148391,0.18829516539440203,0.17557251908396945,0.8396101593971252,0.1984732824427481,0.8197379112243652,0.19083969465648856,0.8221727609634399
L1:1372131740,1372131740.0,L1,ROBUST,0.2221422791481018,0.20356234096692113,0.1984732824427481,0.8480666875839233,0.1984732824427481,0.8138035535812378,0.21374045801526717,0.8348342776298523
L1:1382558172,1382558172.0,L1,ROBUST,0.2222016900777816,0.9414758269720102,0.9007633587786259,1.0612574815750122,0.9389312977099237,1.0699613094329834,0.9847328244274809,1.0635297298431396
L1:1376175324,1376175324.0,L1,ROBUST,0.2222434431314468,0.9923664122137404,0.9923664122137404,3.2136034965515137,0.9923664122137404,3.1113572120666504,0.9923664122137404,2.695181369781494
L1:1384951164,1384951164.0,L1,ROBUST,0.2222477346658706,0.9872773536895675,0.9847328244274809,1.1317129135131836,0.9847328244274809,1.1366915702819824,0.9923664122137404,1.1263573169708252
L1:1377506780,1377506780.0,L1,ROBUST,0.2223871648311615,0.9821882951653943,0.9770992366412213,1.1088201999664307,0.9770992366412213,1.108877182006836,0.9923664122137404,1.1110795736312866
L1:1381799324,1381799324.0,L1,ROBUST,0.2227140814065933,0.5063613231552163,0.5343511450381679,0.9282301664352417,0.4732824427480916,0.9223706126213074,0.5114503816793893,0.9191532135009766
L1:1381957852,1381957852.0,L1,ROBUST,0.2227912843227386,0.8676844783715012,0.8244274809160306,1.0259768962860107,0.9007633587786259,1.0346964597702026,0.8778625954198473,1.0301403999328613
L1:1380500380,1380500380.0,L1,ROBUST,0.222849816083908,0.8117048346055981,0.816793893129771,1.0166654586791992,0.8015267175572519,1.0083730220794678,0.816793893129771,0.993330717086792
L1:1379098972,1379098972.0,L1,ROBUST,0.2229928225278854,0.989821882951654,0.9923664122137404,1.1666619777679443,0.9847328244274809,1.160042405128479,0.9923664122137404,1.142289638519287
L1:1382983740,1382983740.0,L1,ROBUST,0.2230075299739837,0.0712468193384224,0.04580152671755725,0.7678223848342896,0.07633587786259542,0.7617754936218262,0.0916030534351145,0.7659845948219299
L1:1379329052,1379329052.0,L1,ROBUST,0.2232500314712524,0.8447837150127228,0.816793893129771,1.0229812860488892,0.8625954198473282,1.0321276187896729,0.8549618320610687,1.0127391815185547
L1:1383057916,1383057916.0,L1,ROBUST,0.2232713401317596,0.9516539440203561,0.916030534351145,1.0742955207824707,0.9541984732824428,1.0901113748550415,0.9847328244274809,1.072679042816162
L1:1378814876,1378814876.0,L1,ROBUST,0.2234627157449722,0.9821882951653943,0.9770992366412213,1.1124709844589233,0.9770992366412213,1.1089814901351929,0.9923664122137404,1.100156545639038
L1:1379822972,1379822972.0,L1,ROBUST,0.2235255241394043,0.08142493638676845,0.04580152671755725,0.7709405422210693,0.0916030534351145,0.7702231407165527,0.10687022900763359,0.7856858968734741
L1:1372219420,1372219420.0,L1,ROBUST,0.2235861271619796,0.7150127226463104,0.7404580152671756,0.9899566173553467,0.7099236641221374,0.9931261539459229,0.6946564885496184,0.9638259410858154
