gps_start,detector,scale_s,score,p99_threshold,exceeds,status,margin,dominant_scale_s,dominant_margin,taxonomy_representation,catalog_gps_to_analysis_window_offset_s
1382955228.0,L1,0.5,0.22645846009254456,0.12009256785452373,True,OK,0.10636589223802083,4.0,0.11174343344524496,idxq4-64_queryq4-64,4.0
1382955228.0,L1,1.0,0.17284807562828064,0.10487564613766973,True,OK,0.06797242949061091,4.0,0.11174343344524496,idxq4-64_queryq4-64,4.0
1382955228.0,L1,2.0,0.1922319382429123,0.09822350558325652,True,OK,0.09400843265965578,4.0,0.11174343344524496,idxq4-64_queryq4-64,4.0
1382955228.0,L1,4.0,0.21336928009986877,0.10162584665462382,True,OK,0.11174343344524496,4.0,0.11174343344524496,idxq4-64_queryq4-64,4.0
1369305276.0,H1,0.5,0.19736319780349731,0.12593088278524583,True,OK,0.07143231501825148,4.0,0.122362770410031,idxq4-64_queryq4-64,4.0
1369305276.0,H1,1.0,0.2125805914402008,0.12216828759640466,True,OK,0.09041230384379614,4.0,0.122362770410031,idxq4-64_queryq4-64,4.0
1369305276.0,H1,2.0,0.2221357673406601,0.11477811140418058,True,OK,0.10735765593647952,4.0,0.122362770410031,idxq4-64_queryq4-64,4.0
1369305276.0,H1,4.0,0.24180953204631805,0.11944676163628705,True,OK,0.122362770410031,4.0,0.122362770410031,idxq4-64_queryq4-64,4.0
