gps_start,gps_end,source_path,source_start,source_end,detector,run,calibration_score,bootstrap_block_index
1368985988.0,1368986020.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.05105551704764366,301
1368986052.0,1368986084.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.07375471293926239,301
1368986116.0,1368986148.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.0620100274682045,301
1368986180.0,1368986212.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06498319655656815,301
1368986244.0,1368986276.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06197187677025795,301
1368986308.0,1368986340.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06185707077383995,301
1368986372.0,1368986404.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06523795425891876,301
1368986436.0,1368986468.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.07925859838724136,301
1368986500.0,1368986532.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.07940398901700974,301
1368986564.0,1368986596.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.05778082460165024,301
1368986628.0,1368986660.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06118011474609375,301
1368986948.0,1368986980.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.058099959045648575,302
1368987012.0,1368987044.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.0676107406616211,302
1368987076.0,1368987108.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06078997626900673,302
1368987140.0,1368987172.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06176655367016792,302
1368987204.0,1368987236.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06811869889497757,302
1368987268.0,1368987300.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.060188207775354385,302
1368987332.0,1368987364.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.05517466738820076,302
1368987396.0,1368987428.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.060222793370485306,302
1368987460.0,1368987492.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06808865070343018,302
1368987524.0,1368987556.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06507740169763565,302
1368987588.0,1368987620.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.08882416039705276,302
1368987652.0,1368987684.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06280454248189926,302
1368987716.0,1368987748.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06606359779834747,302
1368987780.0,1368987812.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06477779895067215,302
1368987844.0,1368987876.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.060995206236839294,302
1368987908.0,1368987940.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.05649493634700775,302
1368987972.0,1368988004.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06575387716293335,302
1368988036.0,1368988068.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.053901512175798416,303
1368988100.0,1368988132.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06336101144552231,303
1368988164.0,1368988196.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.062069207429885864,303
1368988228.0,1368988260.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.05744171142578125,303
1368988292.0,1368988324.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06859708577394485,303
1368988356.0,1368988388.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.05758116766810417,303
1368988420.0,1368988452.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.061775825917720795,303
1368988484.0,1368988516.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06564094126224518,303
1368988548.0,1368988580.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.05858784541487694,303
1368988612.0,1368988644.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06291796267032623,303
1368988676.0,1368988708.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06538570672273636,303
1368988740.0,1368988772.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06708790361881256,303
1368988804.0,1368988836.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.052381839603185654,303
1368988868.0,1368988900.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.060882553458213806,303
1368988932.0,1368988964.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.052201952785253525,303
1368988996.0,1368989028.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.061168868094682693,303
1368989060.0,1368989092.0,E:\o4a\1368973312\L1_1368985600_1368989696.hdf5,1368985600.0,1368989696.0,L1,O4a,0.06286520510911942,303
1368989700.0,1368989732.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.05303626134991646,304
1368989764.0,1368989796.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.05973650515079498,304
1368989828.0,1368989860.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.05416073277592659,304
1368989892.0,1368989924.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.06163527071475983,304
1368989956.0,1368989988.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.07310689240694046,304
1368990020.0,1368990052.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.06010359153151512,304
1368990084.0,1368990116.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.05993816629052162,304
1368990148.0,1368990180.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.05428698658943176,304
1368990212.0,1368990244.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.0596487931907177,304
1368990276.0,1368990308.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.09560249745845795,304
1368990340.0,1368990372.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.05526454374194145,304
1368990404.0,1368990436.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.08143523335456848,304
1368990468.0,1368990500.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.06433164328336716,304
1368990532.0,1368990564.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.07505383342504501,304
1368990596.0,1368990628.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.07261889427900314,304
1368990660.0,1368990692.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.08364049345254898,304
1368990724.0,1368990756.0,E:\o4a\1368973312\L1_1368989696_1368993792.hdf5,1368989696.0,1368993792.0,L1,O4a,0.06298357993364334,304
