selection_ordinal,gps_start,gps_end,source_path,source_start,source_end,detector,run,calibration_score,bootstrap_block_index,sampling_strategy
124,1371332868.0,1371332900.0,E:\o4a\1371046912\L1_1371329536_1371333632.hdf5,1371329536.0,1371333632.0,L1,O4a,0.0582062266767025,42,run_spanning_complete_raw_blocks_within_block_even_spacing
125,1371332932.0,1371332964.0,E:\o4a\1371046912\L1_1371329536_1371333632.hdf5,1371329536.0,1371333632.0,L1,O4a,0.0675933808088302,42,run_spanning_complete_raw_blocks_within_block_even_spacing
126,1371333060.0,1371333092.0,E:\o4a\1371046912\L1_1371329536_1371333632.hdf5,1371329536.0,1371333632.0,L1,O4a,0.0608637630939483,42,run_spanning_complete_raw_blocks_within_block_even_spacing
127,1371333188.0,1371333220.0,E:\o4a\1371046912\L1_1371329536_1371333632.hdf5,1371329536.0,1371333632.0,L1,O4a,0.0722706317901611,42,run_spanning_complete_raw_blocks_within_block_even_spacing
128,1371333316.0,1371333348.0,E:\o4a\1371046912\L1_1371329536_1371333632.hdf5,1371329536.0,1371333632.0,L1,O4a,0.0869854986667633,42,run_spanning_complete_raw_blocks_within_block_even_spacing
129,1371333444.0,1371333476.0,E:\o4a\1371046912\L1_1371329536_1371333632.hdf5,1371329536.0,1371333632.0,L1,O4a,0.0940026491880416,42,run_spanning_complete_raw_blocks_within_block_even_spacing
130,1371664708.0,1371664740.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0645885169506073,49,run_spanning_complete_raw_blocks_within_block_even_spacing
131,1371664772.0,1371664804.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0551441349089145,49,run_spanning_complete_raw_blocks_within_block_even_spacing
132,1371664900.0,1371664932.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0631198436021804,49,run_spanning_complete_raw_blocks_within_block_even_spacing
133,1371665028.0,1371665060.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0548487640917301,49,run_spanning_complete_raw_blocks_within_block_even_spacing
134,1371665156.0,1371665188.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0549063421785831,49,run_spanning_complete_raw_blocks_within_block_even_spacing
135,1371665220.0,1371665252.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0575383678078651,49,run_spanning_complete_raw_blocks_within_block_even_spacing
136,1371665348.0,1371665380.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0604110099375247,49,run_spanning_complete_raw_blocks_within_block_even_spacing
137,1371665476.0,1371665508.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0564140267670154,49,run_spanning_complete_raw_blocks_within_block_even_spacing
138,1371665604.0,1371665636.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0670976117253303,49,run_spanning_complete_raw_blocks_within_block_even_spacing
139,1371665732.0,1371665764.0,E:\o4a\1371565312\L1_1371663616_1371667712.hdf5,1371663616.0,1371667712.0,L1,O4a,0.0776691287755966,49,run_spanning_complete_raw_blocks_within_block_even_spacing
140,1371839748.0,1371839780.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0617053285241127,53,run_spanning_complete_raw_blocks_within_block_even_spacing
141,1371839812.0,1371839844.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0601088851690292,53,run_spanning_complete_raw_blocks_within_block_even_spacing
142,1371839940.0,1371839972.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0661881417036056,53,run_spanning_complete_raw_blocks_within_block_even_spacing
143,1371840068.0,1371840100.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0626954585313797,53,run_spanning_complete_raw_blocks_within_block_even_spacing
144,1371840196.0,1371840228.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0565875507891178,53,run_spanning_complete_raw_blocks_within_block_even_spacing
145,1371840260.0,1371840292.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0583812296390533,53,run_spanning_complete_raw_blocks_within_block_even_spacing
146,1371840388.0,1371840420.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0532892569899559,53,run_spanning_complete_raw_blocks_within_block_even_spacing
147,1371840516.0,1371840548.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0712614133954048,53,run_spanning_complete_raw_blocks_within_block_even_spacing
148,1371840644.0,1371840676.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.0708426907658577,53,run_spanning_complete_raw_blocks_within_block_even_spacing
149,1371840772.0,1371840804.0,E:\o4a\1371565312\L1_1371839744_1371843840.hdf5,1371839744.0,1371843840.0,L1,O4a,0.056229043751955,53,run_spanning_complete_raw_blocks_within_block_even_spacing
150,1372093188.0,1372093220.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.058310829102993,57,run_spanning_complete_raw_blocks_within_block_even_spacing
151,1372093252.0,1372093284.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0868483334779739,57,run_spanning_complete_raw_blocks_within_block_even_spacing
152,1372093380.0,1372093412.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0609370544552803,57,run_spanning_complete_raw_blocks_within_block_even_spacing
153,1372093508.0,1372093540.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0607213266193866,57,run_spanning_complete_raw_blocks_within_block_even_spacing
154,1372093636.0,1372093668.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0679750517010688,57,run_spanning_complete_raw_blocks_within_block_even_spacing
155,1372093700.0,1372093732.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0563701763749122,57,run_spanning_complete_raw_blocks_within_block_even_spacing
156,1372093828.0,1372093860.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0643009692430496,57,run_spanning_complete_raw_blocks_within_block_even_spacing
157,1372093956.0,1372093988.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0616029575467109,57,run_spanning_complete_raw_blocks_within_block_even_spacing
158,1372094084.0,1372094116.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0635603219270706,57,run_spanning_complete_raw_blocks_within_block_even_spacing
159,1372094212.0,1372094244.0,E:\o4a\1372083712\L1_1372091904_1372096000.hdf5,1372091904.0,1372096000.0,L1,O4a,0.0689530223608017,57,run_spanning_complete_raw_blocks_within_block_even_spacing
160,1372407492.0,1372407524.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0597091056406497,62,run_spanning_complete_raw_blocks_within_block_even_spacing
161,1372407556.0,1372407588.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0715500339865684,62,run_spanning_complete_raw_blocks_within_block_even_spacing
162,1372407684.0,1372407716.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0816425755620002,62,run_spanning_complete_raw_blocks_within_block_even_spacing
163,1372407812.0,1372407844.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.070254161953926,62,run_spanning_complete_raw_blocks_within_block_even_spacing
164,1372407940.0,1372407972.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0697524398565292,62,run_spanning_complete_raw_blocks_within_block_even_spacing
165,1372408004.0,1372408036.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0776308625936508,62,run_spanning_complete_raw_blocks_within_block_even_spacing
166,1372408132.0,1372408164.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0612687207758426,62,run_spanning_complete_raw_blocks_within_block_even_spacing
167,1372408260.0,1372408292.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0614590495824813,62,run_spanning_complete_raw_blocks_within_block_even_spacing
168,1372408388.0,1372408420.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.057874497026205,62,run_spanning_complete_raw_blocks_within_block_even_spacing
169,1372408516.0,1372408548.0,E:\o4a\1372083712\L1_1372407296_1372411392.hdf5,1372407296.0,1372411392.0,L1,O4a,0.0629089400172233,62,run_spanning_complete_raw_blocks_within_block_even_spacing
170,1372608516.0,1372608548.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0725332424044609,66,run_spanning_complete_raw_blocks_within_block_even_spacing
171,1372608580.0,1372608612.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0590074770152568,66,run_spanning_complete_raw_blocks_within_block_even_spacing
172,1372608708.0,1372608740.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0682846084237098,66,run_spanning_complete_raw_blocks_within_block_even_spacing
173,1372608836.0,1372608868.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.060022734105587,66,run_spanning_complete_raw_blocks_within_block_even_spacing
174,1372608964.0,1372608996.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0625374689698219,66,run_spanning_complete_raw_blocks_within_block_even_spacing
175,1372609028.0,1372609060.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0633094310760498,66,run_spanning_complete_raw_blocks_within_block_even_spacing
176,1372609156.0,1372609188.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0680056661367416,66,run_spanning_complete_raw_blocks_within_block_even_spacing
177,1372609284.0,1372609316.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0660922676324844,66,run_spanning_complete_raw_blocks_within_block_even_spacing
178,1372609412.0,1372609444.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0719256848096847,66,run_spanning_complete_raw_blocks_within_block_even_spacing
179,1372609540.0,1372609572.0,E:\o4a\1372602112\L1_1372606208_1372610304.hdf5,1372606208.0,1372610304.0,L1,O4a,0.0582507327198982,66,run_spanning_complete_raw_blocks_within_block_even_spacing
180,1372835588.0,1372835620.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0658896937966346,70,run_spanning_complete_raw_blocks_within_block_even_spacing
181,1372835652.0,1372835684.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0623898804187774,70,run_spanning_complete_raw_blocks_within_block_even_spacing
182,1372835780.0,1372835812.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0823300406336784,70,run_spanning_complete_raw_blocks_within_block_even_spacing
183,1372835908.0,1372835940.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0684757307171821,70,run_spanning_complete_raw_blocks_within_block_even_spacing
184,1372836036.0,1372836068.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0578357204794883,70,run_spanning_complete_raw_blocks_within_block_even_spacing
185,1372836100.0,1372836132.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0601948983967304,70,run_spanning_complete_raw_blocks_within_block_even_spacing
186,1372836228.0,1372836260.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0600191429257392,70,run_spanning_complete_raw_blocks_within_block_even_spacing
187,1372836356.0,1372836388.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0660743415355682,70,run_spanning_complete_raw_blocks_within_block_even_spacing
188,1372836484.0,1372836516.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0757561177015304,70,run_spanning_complete_raw_blocks_within_block_even_spacing
189,1372836612.0,1372836644.0,E:\o4a\1372602112\L1_1372835584_1372839680.hdf5,1372835584.0,1372839680.0,L1,O4a,0.0724194347858429,70,run_spanning_complete_raw_blocks_within_block_even_spacing
190,1373020996.0,1373021028.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.062524177134037,74,run_spanning_complete_raw_blocks_within_block_even_spacing
191,1373021060.0,1373021092.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0619376823306083,74,run_spanning_complete_raw_blocks_within_block_even_spacing
192,1373021188.0,1373021220.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0609270669519901,74,run_spanning_complete_raw_blocks_within_block_even_spacing
193,1373021316.0,1373021348.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0888119339942932,74,run_spanning_complete_raw_blocks_within_block_even_spacing
194,1373021444.0,1373021476.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0708768740296363,74,run_spanning_complete_raw_blocks_within_block_even_spacing
195,1373021508.0,1373021540.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.1751997619867324,74,run_spanning_complete_raw_blocks_within_block_even_spacing
196,1373021636.0,1373021668.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0567596852779388,74,run_spanning_complete_raw_blocks_within_block_even_spacing
197,1373021764.0,1373021796.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0572416633367538,74,run_spanning_complete_raw_blocks_within_block_even_spacing
198,1373021892.0,1373021924.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0646814405918121,74,run_spanning_complete_raw_blocks_within_block_even_spacing
199,1373022020.0,1373022052.0,E:\o4a\1372602112\L1_1373019904_1373024000.hdf5,1373019904.0,1373024000.0,L1,O4a,0.0595355592668056,74,run_spanning_complete_raw_blocks_within_block_even_spacing
200,1373347204.0,1373347236.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0602109655737876,80,run_spanning_complete_raw_blocks_within_block_even_spacing
201,1373347268.0,1373347300.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0725842714309692,80,run_spanning_complete_raw_blocks_within_block_even_spacing
202,1373347396.0,1373347428.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0526030883193016,80,run_spanning_complete_raw_blocks_within_block_even_spacing
203,1373347524.0,1373347556.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0584653355181217,80,run_spanning_complete_raw_blocks_within_block_even_spacing
204,1373347652.0,1373347684.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0693896487355232,80,run_spanning_complete_raw_blocks_within_block_even_spacing
205,1373347716.0,1373347748.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0741873756051063,80,run_spanning_complete_raw_blocks_within_block_even_spacing
206,1373347844.0,1373347876.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0605737753212451,80,run_spanning_complete_raw_blocks_within_block_even_spacing
207,1373347972.0,1373348004.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.069361038506031,80,run_spanning_complete_raw_blocks_within_block_even_spacing
208,1373348100.0,1373348132.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0673082023859024,80,run_spanning_complete_raw_blocks_within_block_even_spacing
209,1373348228.0,1373348260.0,E:\o4a\1373120512\L1_1373345792_1373349888.hdf5,1373345792.0,1373349888.0,L1,O4a,0.0637574642896652,80,run_spanning_complete_raw_blocks_within_block_even_spacing
210,1373564548.0,1373564580.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0551935173571109,84,run_spanning_complete_raw_blocks_within_block_even_spacing
211,1373564612.0,1373564644.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0586065053939819,84,run_spanning_complete_raw_blocks_within_block_even_spacing
212,1373564740.0,1373564772.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0806012153625488,84,run_spanning_complete_raw_blocks_within_block_even_spacing
213,1373564868.0,1373564900.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0792478546500206,84,run_spanning_complete_raw_blocks_within_block_even_spacing
214,1373564996.0,1373565028.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0626053810119628,84,run_spanning_complete_raw_blocks_within_block_even_spacing
215,1373565060.0,1373565092.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0625019967555999,84,run_spanning_complete_raw_blocks_within_block_even_spacing
216,1373565188.0,1373565220.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0612121596932411,84,run_spanning_complete_raw_blocks_within_block_even_spacing
217,1373565316.0,1373565348.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0616422668099403,84,run_spanning_complete_raw_blocks_within_block_even_spacing
218,1373565444.0,1373565476.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.0633881017565727,84,run_spanning_complete_raw_blocks_within_block_even_spacing
219,1373565572.0,1373565604.0,E:\o4a\1373120512\L1_1373562880_1373566976.hdf5,1373562880.0,1373566976.0,L1,O4a,0.1774754524230957,84,run_spanning_complete_raw_blocks_within_block_even_spacing
220,1373847812.0,1373847844.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0574697144329547,88,run_spanning_complete_raw_blocks_within_block_even_spacing
221,1373847876.0,1373847908.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0577329210937023,88,run_spanning_complete_raw_blocks_within_block_even_spacing
222,1373848004.0,1373848036.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0592629052698612,88,run_spanning_complete_raw_blocks_within_block_even_spacing
223,1373848132.0,1373848164.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.1328792423009872,88,run_spanning_complete_raw_blocks_within_block_even_spacing
224,1373848260.0,1373848292.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0581226013600826,88,run_spanning_complete_raw_blocks_within_block_even_spacing
225,1373848324.0,1373848356.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0707476735115051,88,run_spanning_complete_raw_blocks_within_block_even_spacing
226,1373848452.0,1373848484.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0629461258649826,88,run_spanning_complete_raw_blocks_within_block_even_spacing
227,1373848580.0,1373848612.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0680204555392265,88,run_spanning_complete_raw_blocks_within_block_even_spacing
228,1373848708.0,1373848740.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.0544364117085933,88,run_spanning_complete_raw_blocks_within_block_even_spacing
229,1373848836.0,1373848868.0,E:\o4a\1373638912\L1_1373847808_1373851904.hdf5,1373847808.0,1373851904.0,L1,O4a,0.1004949733614921,88,run_spanning_complete_raw_blocks_within_block_even_spacing
230,1374194180.0,1374194212.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0728715434670448,94,run_spanning_complete_raw_blocks_within_block_even_spacing
231,1374194244.0,1374194276.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0586504936218261,94,run_spanning_complete_raw_blocks_within_block_even_spacing
232,1374194372.0,1374194404.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0541106797754764,94,run_spanning_complete_raw_blocks_within_block_even_spacing
233,1374194500.0,1374194532.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0619987174868583,94,run_spanning_complete_raw_blocks_within_block_even_spacing
234,1374194628.0,1374194660.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0659369453787803,94,run_spanning_complete_raw_blocks_within_block_even_spacing
235,1374194692.0,1374194724.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0630422756075859,94,run_spanning_complete_raw_blocks_within_block_even_spacing
236,1374194820.0,1374194852.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0596957355737686,94,run_spanning_complete_raw_blocks_within_block_even_spacing
237,1374194948.0,1374194980.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0641109123826026,94,run_spanning_complete_raw_blocks_within_block_even_spacing
238,1374195076.0,1374195108.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0582428388297557,94,run_spanning_complete_raw_blocks_within_block_even_spacing
239,1374195204.0,1374195236.0,E:\o4a\1374157312\L1_1374194176_1374198272.hdf5,1374194176.0,1374198272.0,L1,O4a,0.0667350590229034,94,run_spanning_complete_raw_blocks_within_block_even_spacing
240,1374534148.0,1374534180.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0631244108080864,98,run_spanning_complete_raw_blocks_within_block_even_spacing
241,1374534212.0,1374534244.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0654817074537277,98,run_spanning_complete_raw_blocks_within_block_even_spacing
242,1374534340.0,1374534372.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0647578686475753,98,run_spanning_complete_raw_blocks_within_block_even_spacing
243,1374534468.0,1374534500.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0566165745258331,98,run_spanning_complete_raw_blocks_within_block_even_spacing
244,1374534596.0,1374534628.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.062755174934864,98,run_spanning_complete_raw_blocks_within_block_even_spacing
245,1374534660.0,1374534692.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0569952577352523,98,run_spanning_complete_raw_blocks_within_block_even_spacing
246,1374534788.0,1374534820.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0650054588913917,98,run_spanning_complete_raw_blocks_within_block_even_spacing
247,1374534916.0,1374534948.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0598669461905956,98,run_spanning_complete_raw_blocks_within_block_even_spacing
248,1374535044.0,1374535076.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0637876167893409,98,run_spanning_complete_raw_blocks_within_block_even_spacing
249,1374535172.0,1374535204.0,E:\o4a\1374157312\L1_1374534144_1374538240.hdf5,1374534144.0,1374538240.0,L1,O4a,0.0647899433970451,98,run_spanning_complete_raw_blocks_within_block_even_spacing
250,1374762820.0,1374762852.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.0598467178642749,102,run_spanning_complete_raw_blocks_within_block_even_spacing
251,1374762884.0,1374762916.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.0829708278179168,102,run_spanning_complete_raw_blocks_within_block_even_spacing
252,1374763012.0,1374763044.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.0743298530578613,102,run_spanning_complete_raw_blocks_within_block_even_spacing
253,1374763140.0,1374763172.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.0570895820856094,102,run_spanning_complete_raw_blocks_within_block_even_spacing
254,1374763268.0,1374763300.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.0732190236449241,102,run_spanning_complete_raw_blocks_within_block_even_spacing
255,1374763332.0,1374763364.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.0693452060222625,102,run_spanning_complete_raw_blocks_within_block_even_spacing
256,1374763460.0,1374763492.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.1095244958996772,102,run_spanning_complete_raw_blocks_within_block_even_spacing
257,1374763588.0,1374763620.0,E:\o4a\1374675712\L1_1374761728_1374765824.hdf5,1374761728.0,1374765824.0,L1,O4a,0.0840607360005378,102,run_spanning_complete_raw_blocks_within_block_even_spacing
